Run_Number,Score,Cost,Planning_Units,Connectivity,Connectivity_Total,Connectivity_In,Connectivity_Edge,Connectivity_Out,Connectivity_In_Fraction,Penalty,Shortfall,Missing_Values,MPM
83,17251181244,17251181244,36525,2633400,10170000,5988300,2633400,1548300,0.58882,0,0,0,1
84,17248696031,17248696031,36511,2660200,10170000,5972100,2660200,1537700,0.587227,0,0,0,1
85,17242185849,17242185849,36521,2647200,10170000,5980600,2647200,1542200,0.588063,0,0,0,1
86,17362345215,17362345215,36484,2667800,10170000,5962900,2667800,1539300,0.586323,0,0,0,1
87,17253564855,17253564855,36507,2665000,10170000,5968900,2665000,1536100,0.586912,0,0,0,1
88,17238229440,17238229440,36512,2659000,10170000,5972900,2659000,1538100,0.587306,0,0,0,1
89,17242105036,17242105036,36522,2646800,10170000,5981000,2646800,1542200,0.588102,0,0,0,1
90,17206120097,17206120097,36505,2654800,10170000,5973600,2654800,1541600,0.587375,0,0,0,1
91,17307927674,17307927674,36523,2638800,10170000,5985200,2638800,1546000,0.588515,0,0,0,1
92,17297748984,17297748984,36508,2670000,10170000,5966600,2670000,1533400,0.586686,0,0,0,1
93,17263670710,17263670710,36522,2666800,10170000,5971000,2666800,1532200,0.587119,0,0,0,1
94,17298923061,17298923061,36492,2685800,10170000,5955500,2685800,1528700,0.585595,0,0,0,1
95,17325941258,17325941258,36503,2673400,10170000,5963900,2673400,1532700,0.586421,0,0,0,1
96,17284849682,17284849682,36496,2655800,10170000,5971300,2655800,1542900,0.587148,0,0,0,1
97,17257062305,17257062305,36486,2657200,10170000,5968600,2657200,1544200,0.586883,0,0,0,1
98,17222474340,17222474340,36522,2644600,10170000,5982100,2644600,1543300,0.58821,0,0,0,1
99,17294977367,17294977367,36523,2657800,10170000,5975700,2657800,1536500,0.587581,0,0,0,1
100,17311930809,17311930809,36506,2661200,10170000,5970600,2661200,1538200,0.58708,0,0,0,1
