Run_Number,Score,Cost,Planning_Units,Connectivity,Connectivity_Total,Connectivity_In,Connectivity_Edge,Connectivity_Out,Connectivity_In_Fraction,Penalty,Shortfall,Missing_Values,MPM
1,39325842364,39325842364,45560,1878600,10170000,8172700,1878600,118700,0.803609,0,0,0,1
2,39553103417,39553103417,45562,1883600,10170000,8170600,1883600,115800,0.803402,0,0,0,1
3,39587442959,39587442959,45563,1882800,10170000,8171200,1882800,116000,0.803461,0,0,0,1
4,39618987884,39618987884,45561,1890200,10170000,8167100,1890200,112700,0.803058,0,0,0,1
5,39482055251,39482055251,45560,1898000,10170000,8163000,1898000,109000,0.802655,0,0,0,1
6,39689030471,39689030471,45560,1896800,10170000,8163600,1896800,109600,0.802714,0,0,0,1
7,39664062266,39664062266,45559,1889600,10170000,8167000,1889600,113400,0.803048,0,0,0,1
8,39579161853,39579161853,45561,1886600,10170000,8168900,1886600,114500,0.803235,0,0,0,1
9,39560654213,39560654213,45559,1888000,10170000,8167800,1888000,114200,0.803127,0,0,0,1
10,39578435283,39578435283,45561,1883200,10170000,8170600,1883200,116200,0.803402,0,0,0,1
11,39494693032,39494693032,45564,1894200,10170000,8165700,1894200,110100,0.80292,0,0,0,1
12,39690659133,39690659133,45556,1884200,10170000,8169100,1884200,116700,0.803255,0,0,0,1
13,39698501868,39698501868,45565,1889200,10170000,8168400,1889200,112400,0.803186,0,0,0,1
14,39440425689,39440425689,45560,1888000,10170000,8168000,1888000,114000,0.80314700000000006,0,0,0,1
15,39408896580,39408896580,45558,1887400,10170000,8167900,1887400,114700,0.803137,0,0,0,1
16,39497756369,39497756369,45562,1888600,10170000,8168100,1888600,113300,0.803156,0,0,0,1
17,39478188502,39478188502,45562,1894400,10170000,8165200,1894400,110400,0.802871,0,0,0,1
18,39700920257,39700920257,45558,1893200,10170000,8165000,1893200,111800,0.802852,0,0,0,1
19,39625754612,39625754612,45561,1892800,10170000,8165800,1892800,111400,0.80293,0,0,0,1
20,39639547525,39639547525,45558,1894800,10170000,8164200,1894800,111000,0.802773,0,0,0,1
21,39495244272,39495244272,45558,1893800,10170000,8164700,1893800,111500,0.802822,0,0,0,1
22,39635284192,39635284192,45555,1890200,10170000,8165900,1890200,113900,0.80294,0,0,0,1
23,39607448251,39607448251,45556,1895400,10170000,8163500,1895400,111100,0.802704,0,0,0,1
24,39562041552,39562041552,45560,1884000,10170000,8170000,1884000,116000,0.803343,0,0,0,1
25,39453607736,39453607736,45560,1891000,10170000,8166500,1891000,112500,0.802999,0,0,0,1
26,39706110273,39706110273,45559,1891600,10170000,8166000,1891600,112400,0.80295,0,0,0,1
27,39523879596,39523879596,45560,1883000,10170000,8170500,1883000,116500,0.803392,0,0,0,1
28,39502357732,39502357732,45559,1898000,10170000,8162800,1898000,109200,0.802635,0,0,0,1
29,39473642250,39473642250,45560,1886600,10170000,8168700,1886600,114700,0.803215,0,0,0,1
30,39519605370,39519605370,45562,1886000,10170000,8169400,1886000,114600,0.803284,0,0,0,1
31,39401956038,39401956038,45564,1882800,10170000,8171400,1882800,115800,0.803481,0,0,0,1
32,39554424603,39554424603,45559,1899400,10170000,8162100,1899400,108500,0.802566,0,0,0,1
33,39580227090,39580227090,45559,1891600,10170000,8166000,1891600,112400,0.80295,0,0,0,1
34,39564673069,39564673069,45561,1891000,10170000,8166700,1891000,112300,0.803019,0,0,0,1
35,39454049214,39454049214,45558,1894600,10170000,8164300,1894600,111100,0.802783,0,0,0,1
36,39587940595,39587940595,45561,1886400,10170000,8169000,1886400,114600,0.803245,0,0,0,1
37,39667454182,39667454182,45559,1894600,10170000,8164500,1894600,110900,0.802802,0,0,0,1
38,39271946783,39271946783,45561,1890800,10170000,8166800,1890800,112400,0.803029,0,0,0,1
39,39646502802,39646502802,45559,1885600,10170000,8169000,1885600,115400,0.803245,0,0,0,1
40,39572503090,39572503090,45559,1890600,10170000,8166500,1890600,112900,0.802999,0,0,0,1
41,39418722270,39418722270,45562,1891600,10170000,8166600,1891600,111800,0.803009,0,0,0,1
42,39555638162,39555638162,45557,1890200,10170000,8166300,1890200,113500,0.802979,0,0,0,1
43,39594674135,39594674135,45563,1884000,10170000,8170600,1884000,115400,0.803402,0,0,0,1
44,39648218280,39648218280,45563,1893400,10170000,8165900,1893400,110700,0.80294,0,0,0,1
45,39527721721,39527721721,45560,1891600,10170000,8166200,1891600,112200,0.80297,0,0,0,1
46,39747565123,39747565123,45558,1887800,10170000,8167700,1887800,114500,0.803117,0,0,0,1
47,39473509778,39473509778,45559,1885000,10170000,8169300,1885000,115700,0.803274,0,0,0,1
48,39582415658,39582415658,45558,1890400,10170000,8166400,1890400,113200,0.802989,0,0,0,1
49,39553567272,39553567272,45562,1890400,10170000,8167200,1890400,112400,0.803068,0,0,0,1
50,39672778495,39672778495,45560,1891000,10170000,8166500,1891000,112500,0.802999,0,0,0,1
51,39708715922,39708715922,45559,1895000,10170000,8164300,1895000,110700,0.802783,0,0,0,1
