Run_Number,Score,Cost,Planning_Units,Connectivity,Connectivity_Total,Connectivity_In,Connectivity_Edge,Connectivity_Out,Connectivity_In_Fraction,Penalty,Shortfall,Missing_Values,MPM
1,1388453264,1388453264,18643,1436200,10170000,3010500,1436200,5723300,0.296018,0,0,0,1
2,1390831663,1390831663,18622,1437400,10170000,3005700,1437400,5726900,0.295546,0,0,0,1
3,1397116350,1397116350,18663,1443000,10170000,3011100,1443000,5715900,0.296077,0,0,0,1
4,1392501607.134501,1392500637,18637,1439600,10170000,3007600,1439600,5722800,0.295733,970.134501,4.84e-4,1,1
5,1396787329,1396787329,18579,1434400,10170000,2998600,1434400,5737000,0.294848,0,0,0,1
6,1396506740,1396506740,18624,1442400,10170000,3003600,1442400,5724000,0.295339,0,0,0,1
7,1397104078,1397104078,18602,1432600,10170000,3004100,1432600,5733300,0.295388,0,0,0,1
8,1395419454,1395419454,18629,1438800,10170000,3006400,1438800,5724800,0.295615,0,0,0,1
9,1394896730.628557,1394896606,18626,1426200,10170000,3012100,1426200,5731700,0.296175,124.628558,3.4e-5,1,1
10,1392393280,1392393280,18605,1422200,10170000,3009900,1422200,5737900,0.295959,0,0,0,1
11,1395555149,1395555149,18669,1432400,10170000,3017600,1432400,5720000,0.296716,0,0,0,1
12,1385879472,1385879472,18648,1434200,10170000,3012500,1434200,5723300,0.296214,0,0,0,1
13,1387485583,1387485583,18655,1431200,10170000,3015400,1431200,5723400,0.2965,0,0,0,1
14,1393360733,1393360733,18617,1427600,10170000,3009600,1427600,5732800,0.295929,0,0,0,1
15,1391783870,1391783870,18606,1441800,10170000,3000300,1441800,5727900,0.295015,0,0,0,1
16,1404416645,1404416645,18585,1445600,10170000,2994200,1445600,5730200,0.294415,0,0,0,1
17,1388356635,1388356635,18615,1416800,10170000,3014600,1416800,5738600,0.296421,0,0,0,1
18,1395592345,1395592345,18620,1432400,10170000,3007800,1432400,5729800,0.295752,0,0,0,1
19,1389623112,1389623112,18633,1433200,10170000,3010000,1433200,5726800,0.295969,0,0,0,1
20,1394935413,1394935413,18645,1433800,10170000,3012100,1433800,5724100,0.296175,0,0,0,1
21,1387031535,1387031535,18614,1423400,10170000,3011100,1423400,5735500,0.296077,0,0,0,1
22,1387028139,1387028139,18634,1425600,10170000,3014000,1425600,5730400,0.296362,0,0,0,1
23,1394943626,1394943626,18631,1415000,10170000,3018700,1415000,5736300,0.296824,0,0,0,1
24,1405815393,1405815393,18589,1451600,10170000,2992000,1451600,5726400,0.294199,0,0,0,1
25,1388794744,1388794744,18632,1426400,10170000,3013200,1426400,5730400,0.296283,0,0,0,1
26,1387800516,1387800516,18603,1421000,10170000,3010100,1421000,5738900,0.295978,0,0,0,1
27,1385916394,1385916394,18655,1430000,10170000,3016000,1430000,5724000,0.296559,0,0,0,1
28,1402181928,1402181928,18597,1451200,10170000,2993800,1451200,5725000,0.294376,0,0,0,1
