Run_Number,Score,Cost,Planning_Units,Connectivity,Connectivity_Total,Connectivity_In,Connectivity_Edge,Connectivity_Out,Connectivity_In_Fraction,Penalty,Shortfall,Missing_Values,MPM
1,530264481,530264481,13195,1177000,10170000,2050500,1177000,6942500,0.201622,0,0,0,1
2,530418095,530418095,13168,1165400,10170000,2050900,1165400,6953700,0.201662,0,0,0,1
3,533097773.656885,533097714,13236,1172600,10170000,2060900,1172600,6936500,0.202645,59.656885,5.2e-5,1,1
4,534779977,534779977,13184,1186200,10170000,2043700,1186200,6940100,0.200954,0,0,0,1
5,531315657,531315657,13150,1159400,10170000,2050300,1159400,6960300,0.201603,0,0,0,1
6,532088153,532088153,13197,1162600,10170000,2058100,1162600,6949300,0.20237,0,0,0,1
7,528450791.603638,528450606,13190,1158600,10170000,2058700,1158600,6952700,0.202429,185.603638,8.8e-5,1,1
8,531275653,531275653,13201,1157000,10170000,2061700,1157000,6951300,0.202724,0,0,0,1
9,535057071,535057071,13168,1177800,10170000,2044700,1177800,6947500,0.201052,0,0,0,1
10,537267209,537267209,13133,1184000,10170000,2034600,1184000,6951400,0.200059,0,0,0,1
11,531397663,531397663,13196,1168200,10170000,2055100,1168200,6946700,0.202075,0,0,0,1
12,533269275,533269275,13209,1174600,10170000,2054500,1174600,6940900,0.202016,0,0,0,1
13,532019307,532019307,13139,1163400,10170000,2046100,1163400,6960500,0.20119,0,0,0,1
14,531140591,531140591,13151,1169800,10170000,2045300,1169800,6954900,0.201111,0,0,0,1
15,532301868,532301868,13132,1175200,10170000,2038800,1175200,6956000,0.200472,0,0,0,1
16,532943603,532943603,13182,1159200,10170000,2056800,1159200,6954000,0.202242,0,0,0,1
17,532107380,532107380,13179,1177200,10170000,2047200,1177200,6945600,0.201298,0,0,0,1
18,532746796,532746796,13157,1179600,10170000,2041600,1179600,6948800,0.200747,0,0,0,1
19,531043305,531043305,13209,1166600,10170000,2058500,1166600,6944900,0.202409,0,0,0,1
20,529213611,529213611,13212,1162200,10170000,2061300,1162200,6946500,0.202684,0,0,0,1
21,531221227,531221227,13215,1149200,10170000,2068400,1149200,6952400,0.203382,0,0,0,1
22,532494826,532494826,13147,1176600,10170000,2041100,1176600,6952300,0.200698,0,0,0,1
23,531889333,531889333,13158,1160200,10170000,2051500,1160200,6958300,0.201721,0,0,0,1
24,529177406,529177406,13231,1156400,10170000,2068000,1156400,6945600,0.203343,0,0,0,1
25,532990881,532990881,13202,1187200,10170000,2046800,1187200,6936000,0.201259,0,0,0,1
26,535366098,535366098,13159,1193800,10170000,2034900,1193800,6941300,0.200088,0,0,0,1
27,533990669,533990669,13141,1194600,10170000,2030900,1194600,6944500,0.199695,0,0,0,1
28,531470570,531470570,13159,1178600,10170000,2042500,1178600,6948900,0.200836,0,0,0,1
29,532939426,532939426,13148,1169000,10170000,2045100,1169000,6955900,0.201091,0,0,0,1
30,532542760,532542760,13199,1170200,10170000,2054700,1170200,6945100,0.202035,0,0,0,1
31,533055654,533055654,13205,1169000,10170000,2056500,1169000,6944500,0.202212,0,0,0,1
32,531718430,531718430,13174,1159600,10170000,2055000,1159600,6955400,0.202065,0,0,0,1
33,529180884,529180884,13176,1163600,10170000,2053400,1163600,6953000,0.201908,0,0,0,1
34,533053344,533053344,13168,1196400,10170000,2035400,1196400,6938200,0.200138,0,0,0,1
35,530817062,530817062,13226,1164600,10170000,2062900,1164600,6942500,0.202842,0,0,0,1
36,532221761,532221761,13135,1162800,10170000,2045600,1162800,6961600,0.201141,0,0,0,1
37,533846795,533846795,13136,1164000,10170000,2045200,1164000,6960800,0.201101,0,0,0,1
38,532609282,532609282,13181,1173600,10170000,2049400,1173600,6947000,0.201514,0,0,0,1
39,531808150,531808150,13155,1166800,10170000,2047600,1166800,6955600,0.201337,0,0,0,1
40,533932113,533932113,13221,1171400,10170000,2058500,1171400,6940100,0.202409,0,0,0,1
41,533478905,533478905,13204,1167400,10170000,2057100,1167400,6945500,0.202271,0,0,0,1
42,532048151,532048151,13133,1170200,10170000,2041500,1170200,6958300,0.200737,0,0,0,1
43,531796287,531796287,13197,1172000,10170000,2053400,1172000,6944600,0.201908,0,0,0,1
44,532132827,532132827,13186,1191600,10170000,2041400,1191600,6937000,0.200728,0,0,0,1
45,531717030,531717030,13155,1152400,10170000,2054800,1152400,6962800,0.202045,0,0,0,1
46,531536885,531536885,13194,1166600,10170000,2055500,1166600,6947900,0.202114,0,0,0,1
47,532689464,532689464,13194,1163200,10170000,2057200,1163200,6949600,0.202281,0,0,0,1
48,532993628,532993628,13191,1166800,10170000,2054800,1166800,6948400,0.202045,0,0,0,1
49,536119412,536119412,13116,1171400,10170000,2037500,1171400,6961100,0.200344,0,0,0,1
50,535129737,535129737,13243,1196600,10170000,2050300,1196600,6923100,0.201603,0,0,0,1
51,532267371,532267371,13227,1165600,10170000,2062600,1165600,6941800,0.202812,0,0,0,1
52,532326449,532326449,13206,1165400,10170000,2058500,1165400,6946100,0.202409,0,0,0,1
53,530378072,530378072,13213,1158200,10170000,2063500,1158200,6948300,0.202901,0,0,0,1
