id,target,spf,name
1,25882.0547082663,25,amecro
2,22633.44344026,25,amegfi
3,2391.22881842723,25,amekes
4,34995.5708652705,25,amerob
5,18242.1445307664,25,annhum
6,13397.0108867312,25,baleag
7,11448.3636556784,25,barswa
8,15351.9659186657,25,batpig1
9,9880.50192495762,25,belkin1
10,17553.7237002816,25,bewwre
11,27496.3722970881,25,bkhgro
12,15194.9400738373,25,bnhcow
13,4765.21359053731,25,brdowl
14,5617.69576594903,25,brebla
15,20139.6668123284,25,brncre
16,11303.502202348,25,bushti
17,14954.8855615247,25,cangoo
18,21578.5416845925,25,cedwax
19,27938.5801859602,25,chbchi
20,3906.31083666288,25,chispa
21,15622.179925078,25,comrav
22,14766.3358093081,25,coohaw
23,29627.7651209191,25,daejun
24,21035.3234039461,25,dowwoo
25,4771.55271117765,25,eucdov
26,16709.0687371161,25,eursta
27,12209.8933528715,25,evegro
28,17774.8548835882,25,foxspa
29,26327.6483358802,25,gockin
30,15392.4873707456,25,haiwoo
31,11285.0164793928,25,houfin
32,7809.8496128976,25,houspa
33,4886.99931175148,25,houwre
34,14568.8806352414,25,hutvir
35,5041.90099393274,25,macwar
36,18084.1808299899,25,moudov
37,31223.3538804591,25,norfli
38,5815.18497407147,25,norhar1
39,17538.925628332,25,olsfly
40,16943.9799513866,25,orcwar
41,2911.37310691006,25,osprey
42,23742.0449119338,25,pacwre1
43,15214.4748422693,25,pasfly
44,22765.8676481506,25,pilwoo
45,23389.1537888985,25,pinsis
46,19998.2096539397,25,purfin
47,594.774008913462,25,purmar
48,22600.5062456347,25,rebnut
49,17346.4221702953,25,rebsap
50,18382.0533907883,25,redcro
51,19277.8743985554,25,rethaw
52,13407.1752620149,25,rewbla
53,5501.7582955773,25,rocpig
54,23758.1492302218,25,rufhum
55,8486.13405753396,25,savspa
56,30301.5885540292,25,sonspa
57,34810.6156492668,25,sora
58,30675.6381811518,25,spotow
59,30255.4085297242,25,stejay
60,22878.3924154223,25,swathr
61,7111.42972149199,25,towwar
62,12309.5591452161,25,treswa
63,22929.2083674722,25,varthr
64,21019.7312255815,25,vigswa
65,24346.4862448847,25,warvir
66,19884.7697344601,25,westan
67,17200.9949751079,25,whcspa
68,5221.16550254532,25,wilsni1
69,20753.1304167729,25,wlswar
70,8747.13805066192,25,wooduc
71,10571.523907372,25,yelwar
72,17362.4539937079,25,yerwar
