"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
72,,7441.051712,10438.175524,0,18638,0,0,yes,1.000000
71,,4530.653103,5919.535754,0,18638,0,0,yes,1.000000
70,,3748.773450,5347.968941,0,18638,0,0,yes,1.000000
69,,8894.198750,11245.554229,0,18638,0,0,yes,1.000000
68,,2237.642358,3677.611578,0,18638,0,0,yes,1.000000
67,,7371.854989,10002.765213,0,18638,0,0,yes,1.000000
66,,8522.044172,10961.545660,0,18638,0,0,yes,1.000000
65,,10434.208391,13632.564302,0,18638,0,0,yes,1.000000
64,,9008.456240,12273.299935,0,18638,0,0,yes,1.000000
63,,9826.803586,10682.781980,0,18638,0,0,yes,1.000000
62,,5275.525348,8676.804353,0,18638,0,0,yes,1.000000
61,,3047.755595,4248.731471,0,18638,0,0,yes,1.000000
60,,9805.025321,14506.089067,0,18638,0,0,yes,1.000000
59,,12966.603656,15566.336941,0,18638,0,0,yes,1.000000
58,,13146.702078,15852.713128,0,18638,0,0,yes,1.000000
57,,14918.835278,18046.923867,0,18073,0,0,yes,1.000000
56,,12986.395095,17012.070846,0,18638,0,0,yes,1.000000
55,,3636.914596,6573.722296,0,18638,0,0,yes,1.000000
54,,10182.063956,13876.551521,0,18638,0,0,yes,1.000000
53,,2357.896412,2839.116349,0,18638,0,0,yes,1.000000
52,,5745.932255,9332.699934,0,18638,0,0,yes,1.000000
51,,8261.946171,12456.444379,0,18638,0,0,yes,1.000000
50,,7878.022882,8546.828139,0,18638,0,0,yes,1.000000
49,,7434.180930,9971.084441,0,18638,0,0,yes,1.000000
48,,9685.931248,11167.332472,0,18638,0,0,yes,1.000000
47,,254.903147,370.328381,0,18638,0,0,yes,1.000000
46,,8570.661280,11639.015510,0,18638,0,0,yes,1.000000
45,,10023.923052,11177.663258,0,18638,0,0,yes,1.000000
44,,9756.800421,11745.366598,0,18638,0,0,yes,1.000000
43,,6520.489218,8824.823416,0,18638,0,0,yes,1.000000
42,,10175.162105,13301.636326,0,18638,0,0,yes,1.000000
41,,1247.731332,1806.479349,0,18638,0,0,yes,1.000000
40,,7261.705693,10627.337839,0,18638,0,0,yes,1.000000
39,,7516.682412,7516.725026,0,18638,0,0,yes,1.000000
38,,2492.222132,6127.630838,0,18638,0,0,yes,1.000000
37,,13381.437377,15991.171644,0,18638,0,0,yes,1.000000
36,,7750.363213,10670.773981,0,18638,0,0,yes,1.000000
35,,2160.814712,4030.892325,0,18638,0,0,yes,1.000000
34,,6243.805987,7473.150569,0,18638,0,0,yes,1.000000
33,,2094.428276,3908.696729,0,18638,0,0,yes,1.000000
32,,3347.078406,3347.118068,0,18638,0,0,yes,1.000000
31,,4836.435634,5168.979692,0,18638,0,0,yes,1.000000
30,,6596.780302,9016.829945,0,18638,0,0,yes,1.000000
29,,11283.277858,12644.522453,0,18638,0,0,yes,1.000000
28,,7617.794950,10422.333132,0,18638,0,0,yes,1.000000
27,,5232.811437,5685.035945,0,18638,0,0,yes,1.000000
26,,7161.029459,9738.324041,0,18638,0,0,yes,1.000000
25,,2044.951162,3619.052533,0,18638,0,0,yes,1.000000
24,,9015.138602,10735.174440,0,18638,0,0,yes,1.000000
23,,12697.613623,14405.753588,0,18638,0,0,yes,1.000000
22,,6328.429633,7817.530117,0,18638,0,0,yes,1.000000
21,,6695.219968,11434.523328,0,18638,0,0,yes,1.000000
20,,1674.133216,2037.825208,0,18638,0,0,yes,1.000000
19,,11973.677223,14250.358319,0,18638,0,0,yes,1.000000
18,,9247.946436,12527.253205,0,18638,0,0,yes,1.000000
17,,6409.236669,9763.819510,0,18638,0,0,yes,1.000000
16,,4844.358087,4847.656403,0,18638,0,0,yes,1.000000
15,,8631.285777,10396.051744,0,18638,0,0,yes,1.000000
14,,2407.583900,4195.005191,0,18638,0,0,yes,1.000000
13,,2042.234396,3226.881875,0,18638,0,0,yes,1.000000
12,,6512.117175,9549.075677,0,18638,0,0,yes,1.000000
11,,11784.159556,16283.341246,0,18638,0,0,yes,1.000000
10,,7523.024443,9183.578286,0,18638,0,0,yes,1.000000
9,,4234.500825,5699.148044,0,18638,0,0,yes,1.000000
8,,6579.413965,8764.387026,0,18638,0,0,yes,1.000000
7,,4906.441567,8459.674444,0,18638,0,0,yes,1.000000
6,,5741.576094,10753.243475,0,18638,0,0,yes,1.000000
5,,7818.061942,7818.062800,0,18638,0,0,yes,1.000000
4,,14998.101799,18556.136409,0,18638,0,0,yes,1.000000
3,,1024.812351,2567.135985,0,18638,0,0,yes,1.000000
2,,9700.047189,12796.388703,0,18638,0,0,yes,1.000000
1,,11092.309161,12605.177872,0,18638,0,0,yes,1.000000
