"Run_Number","Score","Cost","Planning_Units","Connectivity","Connectivity_Total","Connectivity_In","Connectivity_Edge","Connectivity_Out","Connectivity_In_Fraction","Penalty","Shortfall","Missing_Values","MPM"
1,39325842364.000000,39325842364.000000,45560,1878600.000000,10170000.000000,8172700.000000,1878600.000000,118700.000000,0.803609,0.000000,0.000000,0,1.000000
2,39553103417.000000,39553103417.000000,45562,1883600.000000,10170000.000000,8170600.000000,1883600.000000,115800.000000,0.803402,0.000000,0.000000,0,1.000000
3,39587442959.000000,39587442959.000000,45563,1882800.000000,10170000.000000,8171200.000000,1882800.000000,116000.000000,0.803461,0.000000,0.000000,0,1.000000
4,39618987884.000000,39618987884.000000,45561,1890200.000000,10170000.000000,8167100.000000,1890200.000000,112700.000000,0.803058,0.000000,0.000000,0,1.000000
5,39482055251.000000,39482055251.000000,45560,1898000.000000,10170000.000000,8163000.000000,1898000.000000,109000.000000,0.802655,0.000000,0.000000,0,1.000000
6,39689030471.000000,39689030471.000000,45560,1896800.000000,10170000.000000,8163600.000000,1896800.000000,109600.000000,0.802714,0.000000,0.000000,0,1.000000
7,39664062266.000000,39664062266.000000,45559,1889600.000000,10170000.000000,8167000.000000,1889600.000000,113400.000000,0.803048,0.000000,0.000000,0,1.000000
8,39579161853.000000,39579161853.000000,45561,1886600.000000,10170000.000000,8168900.000000,1886600.000000,114500.000000,0.803235,0.000000,0.000000,0,1.000000
9,39560654213.000000,39560654213.000000,45559,1888000.000000,10170000.000000,8167800.000000,1888000.000000,114200.000000,0.803127,0.000000,0.000000,0,1.000000
10,39578435283.000000,39578435283.000000,45561,1883200.000000,10170000.000000,8170600.000000,1883200.000000,116200.000000,0.803402,0.000000,0.000000,0,1.000000
11,39494693032.000000,39494693032.000000,45564,1894200.000000,10170000.000000,8165700.000000,1894200.000000,110100.000000,0.802920,0.000000,0.000000,0,1.000000
12,39690659133.000000,39690659133.000000,45556,1884200.000000,10170000.000000,8169100.000000,1884200.000000,116700.000000,0.803255,0.000000,0.000000,0,1.000000
