"planning_unit","number"
50305,92
50304,88
50303,94
50302,92
50301,94
50300,91
50299,95
50298,85
50297,94
50296,90
50295,89
50294,87
50293,85
50292,92
50291,93
50290,94
50289,93
50288,86
50287,91
50286,95
50285,91
50284,93
50283,87
50282,89
50281,91
50280,91
50279,88
50278,89
50277,89
50276,90
50275,91
50274,94
50273,86
50272,94
50271,83
50270,89
50269,90
50268,88
50267,87
50266,90
50265,83
50264,91
50263,96
50262,91
50261,87
50260,92
50259,93
50258,92
50257,93
50256,86
50255,94
50254,93
50253,89
50252,96
50251,94
50250,94
50249,94
50248,92
50247,95
50246,92
50245,93
50244,90
50243,80
50242,88
50241,93
50240,81
50239,87
50238,85
50237,95
50236,82
50235,86
50234,91
50233,88
50232,91
50231,82
50230,92
50229,92
50228,91
50227,90
50226,89
50225,85
50224,91
50223,86
50222,89
50221,93
50220,88
50219,89
50218,86
50217,90
50216,91
50215,87
50214,94
50213,90
50212,94
50211,91
50210,92
50209,91
50208,87
50207,88
50206,89
50205,92
50204,93
50203,96
50202,93
50201,95
50200,94
50199,92
50198,94
50197,92
50196,96
50195,95
50194,89
50193,92
50192,90
50191,92
50190,90
50189,91
50188,92
50187,98
50186,95
50185,95
50184,89
50183,91
50182,88
50181,87
50180,92
50179,82
50178,89
50177,88
50176,89
50175,89
50174,92
50173,94
50172,93
50171,89
50170,85
50169,92
50168,85
50167,87
50166,86
50165,91
50164,92
50163,89
50162,91
50161,91
50160,85
50159,90
50158,89
50157,91
50156,89
50155,87
50154,93
50153,89
50152,90
50151,92
50150,92
50149,88
50148,88
50147,93
50146,89
50145,93
50144,89
50143,86
50142,89
50141,97
50140,91
50139,92
50138,91
50137,89
50136,91
50135,78
50134,83
50133,93
50132,93
50131,89
50130,97
50129,87
50128,89
50127,86
50126,92
50125,94
50124,93
50123,92
50122,87
50121,95
50120,89
50119,88
50118,89
50117,93
50116,93
50115,89
50114,93
50113,87
50112,89
50111,91
50110,88
50109,90
50108,93
50107,89
50106,87
50105,88
50104,98
50103,92
50102,88
50101,85
50100,94
50099,94
50098,95
50097,91
50096,92
50095,93
50094,91
50093,94
50092,86
50091,93
50090,92
50089,89
50088,92
50087,92
50086,90
50085,92
50084,94
50083,91
50082,90
50081,95
50080,91
50079,90
50078,87
50077,89
50076,91
50075,88
50074,89
50073,89
50072,91
50071,90
50070,88
50069,89
50068,90
50067,88
50066,89
50065,92
50064,86
50063,95
50062,90
50061,92
50060,85
50059,91
50058,87
50057,86
50056,89
50055,95
50054,89
50053,93
50052,93
50051,92
50050,88
50049,97
50048,95
50047,89
50046,95
50045,90
50044,90
50043,92
50042,85
50041,86
50040,86
50039,90
50038,93
50037,96
50036,89
50035,90
50034,88
50033,92
50032,97
50031,94
50030,95
50029,91
50028,89
50027,93
50026,90
50025,95
50024,95
50023,93
50022,90
50021,96
50020,88
50019,92
50018,91
50017,93
50016,86
50015,86
50014,87
50013,83
50012,83
50011,92
50010,90
50009,91
50008,96
50007,87
50006,87
50005,90
50004,80
50003,90
50002,87
50001,85
50000,93
49999,88
49998,86
49997,88
49996,89
49995,90
49994,87
49993,91
49992,82
49991,87
49990,90
49989,89
49988,88
49987,95
49986,91
49985,89
49984,87
49983,92
49982,92
49981,88
49980,90
49979,89
49978,87
49977,91
49976,86
49975,90
49974,95
49973,92
49972,91
49971,85
49970,89
49969,91
49968,98
49967,93
49966,91
49965,92
49964,91
49963,86
49962,92
49961,94
49960,88
49959,84
49958,90
49957,87
49956,92
49955,89
49954,90
49953,92
49952,78
49951,86
49950,92
49949,93
49948,94
49947,89
49946,89
49945,86
49944,89
49943,92
49942,89
49941,89
49940,90
49939,89
49938,93
49937,84
49936,91
49935,97
49934,88
49933,92
49932,90
49931,86
49930,94
49929,91
49928,90
49927,84
49926,88
49925,95
49924,95
49923,89
49922,95
49921,93
49920,94
49919,95
49918,89
49917,88
49916,90
49915,94
49914,88
49913,90
49912,91
49911,93
49910,91
49909,94
49908,90
49907,94
49906,90
49905,93
49904,85
49903,86
49902,86
49901,92
49900,94
49899,91
49898,93
49897,91
49896,85
49895,92
49894,94
49893,92
49892,81
49891,90
49890,93
49889,88
49888,88
49887,96
49886,90
49885,90
49884,90
49883,91
49882,94
49881,85
49880,85
49879,94
49878,92
49877,90
49876,92
49875,95
49874,90
49873,91
49872,91
49871,94
49870,90
49869,92
49868,91
49867,89
49866,92
49865,91
49864,90
49863,93
49862,93
49861,91
49860,90
49859,90
49858,91
49857,93
49856,90
49855,87
49854,87
49853,86
49852,92
49851,91
49850,86
49849,87
49848,87
49847,92
49846,91
49845,92
49844,93
49843,87
49842,86
49841,94
49840,93
49839,90
49838,96
49837,92
49836,93
49835,94
49834,93
49833,93
49832,86
49831,91
49830,96
49829,87
49828,95
49827,88
49826,91
49825,88
49824,95
49823,92
49822,88
49821,91
49820,85
49819,92
49818,89
49817,86
49816,88
49815,84
49814,89
49813,91
49812,88
49811,91
49810,87
49809,93
49808,93
49807,93
49806,94
49805,91
49804,92
49803,92
49802,86
49801,92
49800,93
49799,89
49798,94
49797,93
49796,89
49795,93
49794,94
49793,94
49792,93
49791,93
49790,85
49789,89
49788,88
49787,90
49786,91
49785,89
49784,92
49783,89
49782,85
49781,90
49780,91
49779,95
49778,91
49777,88
49776,87
49775,84
49774,92
49773,86
49772,85
49771,90
49770,88
49769,89
49768,93
49767,93
49766,95
49765,94
49764,90
49763,90
49762,92
49761,87
49760,90
49759,92
49758,85
49757,92
49756,89
49755,90
49754,88
49753,92
49752,94
49751,93
49750,88
49749,90
49748,92
49747,90
49746,92
49745,95
49744,86
49743,93
49742,92
49741,88
49740,90
49739,85
49738,93
49737,94
49736,91
49735,90
49734,93
49733,89
49732,89
49731,92
49730,88
49729,86
49728,89
49727,83
49726,87
49725,95
49724,89
49723,89
49722,86
49721,92
49720,90
49719,89
49718,95
49717,88
49716,81
49715,87
49714,93
49713,97
49712,91
49711,92
49710,92
49709,89
49708,95
49707,89
49706,82
49705,87
49704,89
49703,91
49702,89
49701,92
49700,92
49699,92
49698,91
49697,88
49696,92
49695,87
49694,93
49693,91
49692,90
49691,91
49690,89
49689,92
49688,88
49687,94
49686,93
49685,92
49684,93
49683,92
49682,88
49681,89
49680,86
49679,96
49678,89
49677,93
49676,88
49675,95
49674,84
49673,94
49672,90
49671,92
49670,88
49669,88
49668,94
49667,91
49666,95
49665,93
49664,90
49663,93
49662,85
49661,86
49660,91
49659,86
49658,94
49657,87
49656,95
49655,94
49654,92
49653,92
49652,91
49651,91
49650,90
49649,87
49648,90
49647,89
49646,92
49645,92
49644,94
49643,89
49642,88
49641,90
49640,88
49639,87
49638,91
49637,93
49636,91
49635,96
49634,92
49633,94
49632,95
49631,89
49630,95
49629,88
49628,90
49627,89
49626,90
49625,87
49624,92
49623,86
49622,91
49621,88
49620,86
49619,89
49618,90
49617,90
49616,87
49615,88
49614,88
49613,87
49612,89
49611,94
49610,87
49609,90
49608,93
49607,91
49606,87
49605,88
49604,90
49603,95
49602,92
49601,92
49600,89
49599,88
49598,92
49597,92
49596,90
49595,91
49594,90
49593,90
49592,92
49591,90
49590,94
49589,81
49588,80
49587,89
49586,90
49585,88
49584,91
49583,90
49582,97
49581,90
49580,93
49579,92
49578,95
49577,95
49576,87
49575,95
49574,93
49573,95
49572,92
49571,93
49570,96
49569,89
49568,95
49567,92
49566,88
49565,85
49564,81
49563,81
49562,85
49561,86
49560,90
49559,88
49558,88
49557,88
49556,88
49555,92
49554,88
49553,89
49552,90
49551,81
49550,88
49549,93
49548,92
49547,92
49546,91
49545,90
49544,88
49543,89
49542,91
49541,90
49540,91
49539,85
49538,96
49537,88
49536,96
49535,92
49534,89
49533,84
49532,91
49531,86
49530,87
49529,92
49528,90
49527,94
49526,94
49525,92
49524,95
49523,93
49522,90
49521,94
49520,95
49519,91
49518,95
49517,91
49516,90
49515,91
49514,96
49513,94
49512,88
49511,89
49510,94
49509,81
49508,92
49507,85
49506,86
49505,91
49504,86
49503,86
49502,84
49501,90
49500,86
49499,89
49498,87
49497,90
49496,93
49495,90
49494,90
49493,92
49492,91
49491,92
49490,93
49489,89
49488,89
49487,94
49486,90
49485,92
49484,88
49483,90
49482,87
49481,92
49480,91
49479,87
49478,94
49477,96
49476,92
49475,89
49474,86
49473,92
49472,87
49471,97
49470,87
49469,92
49468,87
49467,92
49466,91
49465,91
49464,90
49463,91
49462,90
49461,96
49460,90
49459,90
49458,88
49457,91
49456,89
49455,83
49454,89
49453,92
49452,85
49451,87
49450,86
49449,93
49448,89
49447,91
49446,95
49445,96
49444,93
49443,90
49442,80
49441,91
49440,93
49439,87
49438,87
49437,93
49436,91
49435,89
49434,92
49433,91
49432,92
49431,89
49430,90
49429,89
49428,93
49427,93
49426,94
49425,93
49424,90
49423,87
49422,92
49421,88
49420,92
49419,93
49418,95
49417,92
49416,81
49415,94
49414,92
49413,90
49412,91
49411,92
49410,86
49409,88
49408,89
49407,90
49406,88
49405,90
49404,92
49403,94
49402,91
49401,91
49400,90
49399,97
49398,92
49397,89
49396,85
49395,86
49394,81
49393,91
49392,93
49391,92
49390,90
49389,91
49388,87
49387,89
49386,86
49385,85
49384,88
49383,86
49382,89
49381,87
49380,94
49379,90
49378,93
49377,89
49376,91
49375,93
49374,91
49373,90
49372,86
49371,92
49370,95
49369,93
49368,87
49367,89
49366,87
49365,87
49364,92
49363,83
49362,87
49361,86
49360,84
49359,93
49358,97
49357,91
49356,94
49355,90
49354,91
49353,94
49352,93
49351,93
49350,88
49349,91
49348,89
49347,92
49346,92
49345,91
49344,94
49343,92
49342,91
49341,92
49340,92
49339,87
49338,89
49337,85
49336,84
49335,93
49334,90
49333,88
49332,83
49331,94
49330,89
49329,83
49328,93
49327,94
49326,88
49325,95
49324,93
49323,92
49322,92
49321,85
49320,91
49319,90
49318,91
49317,93
49316,88
49315,94
49314,94
49313,95
49312,94
49311,84
49310,86
49309,88
49308,86
49307,89
49306,88
49305,91
49304,91
49303,94
49302,92
49301,93
49300,93
49299,90
49298,96
49297,92
49296,92
49295,90
49294,91
49293,94
49292,87
49291,94
49290,96
49289,93
49288,86
49287,92
49286,89
49285,86
49284,85
49283,88
49282,87
49281,91
49280,91
49279,86
49278,89
49277,86
49276,89
49275,92
49274,90
49273,94
49272,88
49271,90
49270,89
49269,94
49268,92
49267,92
49266,93
49265,92
49264,82
49263,95
49262,92
49261,85
49260,89
49259,88
49258,88
49257,84
49256,90
49255,86
49254,88
49253,92
49252,93
49251,91
49250,90
49249,95
49248,89
49247,88
49246,95
49245,89
49244,87
49243,90
49242,97
49241,90
49240,86
49239,93
49238,88
49237,82
49236,94
49235,93
49234,95
49233,91
49232,87
49231,91
49230,87
49229,92
49228,88
49227,94
49226,89
49225,89
49224,96
49223,88
49222,89
49221,91
49220,91
49219,94
49218,92
49217,91
49216,88
49215,92
49214,88
49213,93
49212,88
49211,94
49210,86
49209,88
49208,93
49207,88
49206,91
49205,93
49204,92
49203,90
49202,88
49201,86
49200,89
49199,91
49198,87
49197,91
49196,93
49195,93
49194,94
49193,91
49192,94
49191,90
49190,92
49189,86
49188,90
49187,87
49186,93
49185,86
49184,89
49183,90
49182,89
49181,92
49180,90
49179,88
49178,90
49177,88
49176,90
49175,94
49174,95
49173,87
49172,89
49171,91
49170,83
49169,88
49168,90
49167,95
49166,84
49165,89
49164,85
49163,88
49162,90
49161,95
49160,94
49159,89
49158,91
49157,89
49156,86
49155,88
49154,91
49153,91
49152,87
49151,87
49150,88
49149,90
49148,93
49147,91
49146,90
49145,84
49144,86
49143,89
49142,91
49141,89
49140,92
49139,94
49138,89
49137,89
49136,92
49135,87
49134,85
49133,90
49132,93
49131,98
49130,91
49129,92
49128,95
49127,93
49126,95
49125,92
49124,91
49123,87
49122,95
49121,91
49120,97
49119,87
49118,88
49117,89
49116,92
49115,89
49114,91
49113,87
49112,91
49111,86
49110,81
49109,92
49108,88
49107,89
49106,92
49105,93
49104,85
49103,86
49102,87
49101,93
49100,91
49099,93
49098,89
49097,90
49096,90
49095,85
49094,91
49093,89
49092,92
49091,91
49090,92
49089,89
49088,94
49087,86
49086,91
49085,80
49084,91
49083,93
49082,84
49081,91
49080,94
49079,91
49078,91
49077,93
49076,86
49075,90
49074,89
49073,96
49072,94
49071,92
49070,89
49069,89
49068,94
49067,95
49066,93
49065,90
49064,94
49063,93
49062,89
49061,90
49060,85
49059,92
49058,90
49057,87
49056,91
49055,88
49054,88
49053,89
49052,86
49051,91
49050,90
49049,89
49048,89
49047,97
49046,92
49045,95
49044,90
49043,95
49042,93
49041,85
49040,89
49039,92
49038,90
49037,90
49036,89
49035,96
49034,86
49033,91
49032,90
49031,89
49030,92
49029,95
49028,88
49027,88
49026,95
49025,90
49024,92
49023,91
49022,91
49021,92
49020,89
49019,92
49018,92
49017,91
49016,91
49015,91
49014,94
49013,92
49012,87
49011,91
49010,91
49009,92
49008,91
49007,88
49006,90
49005,87
49004,93
49003,89
49002,89
49001,93
49000,90
48999,91
48998,85
48997,94
48996,88
48995,94
48994,92
48993,84
48992,92
48991,95
48990,93
48989,90
48988,94
48987,89
48986,94
48985,91
48984,91
48983,90
48982,94
48981,91
48980,91
48979,92
48978,93
48977,91
48976,87
48975,86
48974,80
48973,82
48972,93
48971,88
48970,91
48969,87
48968,89
48967,89
48966,90
48965,87
48964,90
48963,87
48962,90
48961,97
48960,91
48959,95
48958,88
48957,91
48956,88
48955,94
48954,88
48953,92
48952,91
48951,88
48950,94
48949,94
48948,94
48947,89
48946,92
48945,87
48944,90
48943,82
48942,89
48941,85
48940,91
48939,89
48938,95
48937,93
48936,90
48935,91
48934,89
48933,88
48932,84
48931,95
48930,89
48929,93
48928,95
48927,93
48926,90
48925,88
48924,91
48923,89
48922,88
48921,90
48920,89
48919,89
48918,92
48917,90
48916,91
48915,91
48914,96
48913,88
48912,89
48911,90
48910,86
48909,94
48908,91
48907,88
48906,96
48905,90
48904,94
48903,89
48902,88
48901,93
48900,89
48899,91
48898,95
48897,91
48896,97
48895,91
48894,94
48893,93
48892,95
48891,92
48890,91
48889,93
48888,87
48887,90
48886,87
48885,83
48884,93
48883,90
48882,92
48881,94
48880,93
48879,91
48878,96
48877,86
48876,92
48875,91
48874,91
48873,84
48872,96
48871,93
48870,89
48869,92
48868,91
48867,91
48866,93
48865,96
48864,90
48863,94
48862,95
48861,90
48860,90
48859,88
48858,92
48857,80
48856,92
48855,95
48854,90
48853,86
48852,93
48851,89
48850,87
48849,94
48848,88
48847,88
48846,92
48845,93
48844,86
48843,88
48842,89
48841,89
48840,92
48839,87
48838,96
48837,85
48836,89
48835,90
48834,89
48833,89
48832,89
48831,94
48830,90
48829,87
48828,87
48827,83
48826,87
48825,90
48824,94
48823,89
48822,86
48821,94
48820,88
48819,87
48818,91
48817,86
48816,93
48815,97
48814,93
48813,92
48812,91
48811,84
48810,95
48809,93
48808,86
48807,88
48806,93
48805,92
48804,93
48803,93
48802,90
48801,94
48800,95
48799,91
48798,83
48797,90
48796,92
48795,94
48794,92
48793,91
48792,89
48791,88
48790,90
48789,94
48788,88
48787,89
48786,81
48785,95
48784,90
48783,93
48782,93
48781,95
48780,90
48779,97
48778,93
48777,92
48776,92
48775,90
48774,91
48773,89
48772,91
48771,92
48770,90
48769,96
48768,91
48767,93
48766,92
48765,94
48764,91
48763,94
48762,93
48761,95
48760,96
48759,91
48758,94
48757,84
48756,91
48755,90
48754,90
48753,88
48752,91
48751,84
48750,91
48749,88
48748,94
48747,92
48746,91
48745,88
48744,89
48743,87
48742,92
48741,93
48740,98
48739,89
48738,89
48737,89
48736,91
48735,88
48734,90
48733,91
48732,95
48731,94
48730,91
48729,92
48728,86
48727,93
48726,91
48725,90
48724,92
48723,91
48722,89
48721,92
48720,94
48719,93
48718,95
48717,91
48716,85
48715,91
48714,91
48713,89
48712,92
48711,90
48710,88
48709,93
48708,94
48707,88
48706,88
48705,90
48704,89
48703,90
48702,88
48701,94
48700,94
48699,92
48698,90
48697,88
48696,88
48695,93
48694,95
48693,89
48692,91
48691,98
48690,95
48689,93
48688,87
48687,85
48686,89
48685,92
48684,86
48683,87
48682,92
48681,92
48680,90
48679,95
48678,92
48677,94
48676,92
48675,93
48674,89
48673,94
48672,93
48671,94
48670,92
48669,92
48668,97
48667,91
48666,89
48665,88
48664,92
48663,90
48662,88
48661,83
48660,85
48659,89
48658,91
48657,87
48656,88
48655,87
48654,93
48653,87
48652,90
48651,93
48650,90
48649,91
48648,89
48647,94
48646,94
48645,88
48644,94
48643,88
48642,90
48641,94
48640,93
48639,90
48638,92
48637,93
48636,90
48635,88
48634,87
48633,94
48632,89
48631,89
48630,92
48629,96
48628,92
48627,95
48626,92
48625,95
48624,91
48623,93
48622,87
48621,89
48620,96
48619,92
48618,94
48617,91
48616,93
48615,94
48614,95
48613,93
48612,86
48611,87
48610,91
48609,96
48608,87
48607,93
48606,88
48605,89
48604,93
48603,89
48602,80
48601,88
48600,91
48599,88
48598,89
48597,88
48596,91
48595,89
48594,89
48593,94
48592,89
48591,88
48590,85
48589,87
48588,90
48587,90
48586,91
48585,94
48584,91
48583,88
48582,94
48581,89
48580,90
48579,89
48578,89
48577,84
48576,89
48575,91
48574,90
48573,89
48572,91
48571,88
48570,85
48569,96
48568,88
48567,88
48566,90
48565,90
48564,89
48563,89
48562,92
48561,91
48560,91
48559,94
48558,88
48557,94
48556,87
48555,88
48554,88
48553,91
48552,90
48551,90
48550,88
48549,91
48548,91
48547,93
48546,92
48545,95
48544,90
48543,95
48542,94
48541,90
48540,88
48539,87
48538,90
48537,87
48536,92
48535,95
48534,93
48533,93
48532,94
48531,94
48530,93
48529,92
48528,88
48527,88
48526,90
48525,90
48524,90
48523,91
48522,90
48521,88
48520,93
48519,93
48518,91
48517,92
48516,86
48515,88
48514,88
48513,91
48512,95
48511,90
48510,88
48509,90
48508,88
48507,95
48506,86
48505,95
48504,90
48503,88
48502,85
48501,93
48500,91
48499,90
48498,96
48497,91
48496,85
48495,90
48494,87
48493,91
48492,96
48491,85
48490,86
48489,91
48488,95
48487,94
48486,92
48485,91
48484,89
48483,91
48482,92
48481,97
48480,92
48479,95
48478,100
48477,87
48476,92
48475,85
48474,85
48473,91
48472,87
48471,92
48470,90
48469,93
48468,92
48467,93
48466,91
48465,93
48464,96
48463,88
48462,87
48461,85
48460,87
48459,91
48458,83
48457,92
48456,95
48455,92
48454,92
48453,94
48452,95
48451,96
48450,94
48449,98
48448,94
48447,93
48446,95
48445,89
48444,90
48443,88
48442,93
48441,91
48440,95
48439,94
48438,95
48437,91
48436,84
48435,87
48434,88
48433,94
48432,90
48431,94
48430,90
48429,87
48428,91
48427,92
48426,88
48425,88
48424,83
48423,92
48422,92
48421,87
48420,86
48419,85
48418,89
48417,91
48416,89
48415,95
48414,92
48413,96
48412,90
48411,91
48410,91
48409,90
48408,91
48407,85
48406,91
48405,90
48404,93
48403,91
48402,83
48401,91
48400,94
48399,87
48398,90
48397,94
48396,87
48395,90
48394,88
48393,89
48392,89
48391,91
48390,89
48389,89
48388,89
48387,88
48386,89
48385,96
48384,89
48383,90
48382,86
48381,89
48380,97
48379,87
48378,83
48377,92
48376,94
48375,90
48374,92
48373,89
48372,89
48371,89
48370,88
48369,90
48368,91
48367,89
48366,95
48365,89
48364,90
48363,86
48362,86
48361,96
48360,87
48359,94
48358,90
48357,88
48356,91
48355,88
48354,90
48353,88
48352,88
48351,91
48350,93
48349,97
48348,89
48347,92
48346,93
48345,92
48344,95
48343,92
48342,89
48341,91
48340,90
48339,86
48338,92
48337,93
48336,94
48335,92
48334,92
48333,94
48332,88
48331,89
48330,92
48329,89
48328,89
48327,90
48326,96
48325,92
48324,86
48323,91
48322,92
48321,96
48320,89
48319,91
48318,90
48317,91
48316,89
48315,88
48314,89
48313,92
48312,92
48311,87
48310,94
48309,92
48308,92
48307,94
48306,91
48305,85
48304,92
48303,93
48302,92
48301,86
48300,89
48299,93
48298,91
48297,93
48296,90
48295,89
48294,87
48293,87
48292,87
48291,92
48290,88
48289,89
48288,88
48287,88
48286,95
48285,91
48284,93
48283,91
48282,92
48281,89
48280,90
48279,88
48278,91
48277,86
48276,87
48275,89
48274,89
48273,93
48272,94
48271,93
48270,88
48269,87
48268,89
48267,87
48266,92
48265,92
48264,89
48263,84
48262,94
48261,92
48260,92
48259,92
48258,89
48257,91
48256,91
48255,93
48254,94
48253,91
48252,86
48251,92
48250,93
48249,92
48248,94
48247,94
48246,87
48245,90
48244,91
48243,93
48242,89
48241,97
48240,92
48239,91
48238,92
48237,92
48236,92
48235,82
48234,86
48233,89
48232,91
48231,96
48230,93
48229,94
48228,94
48227,88
48226,89
48225,96
48224,95
48223,90
48222,91
48221,95
48220,94
48219,92
48218,92
48217,93
48216,93
48215,96
48214,90
48213,93
48212,92
48211,92
48210,82
48209,87
48208,91
48207,94
48206,88
48205,95
48204,87
48203,85
48202,89
48201,90
48200,89
48199,86
48198,85
48197,88
48196,86
48195,92
48194,95
48193,94
48192,88
48191,92
48190,92
48189,95
48188,92
48187,94
48186,92
48185,92
48184,91
48183,91
48182,96
48181,89
48180,94
48179,95
48178,93
48177,89
48176,89
48175,91
48174,89
48173,91
48172,90
48171,90
48170,88
48169,89
48168,92
48167,94
48166,91
48165,92
48164,92
48163,94
48162,90
48161,87
48160,91
48159,89
48158,93
48157,90
48156,91
48155,82
48154,91
48153,87
48152,85
48151,91
48150,90
48149,93
48148,90
48147,90
48146,88
48145,90
48144,92
48143,91
48142,88
48141,90
48140,89
48139,93
48138,95
48137,91
48136,86
48135,88
48134,85
48133,90
48132,90
48131,91
48130,84
48129,88
48128,91
48127,92
48126,90
48125,88
48124,92
48123,93
48122,92
48121,88
48120,90
48119,87
48118,93
48117,93
48116,88
48115,93
48114,94
48113,87
48112,94
48111,90
48110,90
48109,81
48108,84
48107,92
48106,90
48105,91
48104,93
48103,88
48102,93
48101,93
48100,89
48099,92
48098,90
48097,90
48096,90
48095,89
48094,95
48093,94
48092,90
48091,92
48090,90
48089,92
48088,88
48087,94
48086,87
48085,91
48084,90
48083,87
48082,92
48081,90
48080,91
48079,94
48078,92
48077,95
48076,94
48075,90
48074,89
48073,90
48072,94
48071,95
48070,89
48069,88
48068,92
48067,90
48066,89
48065,97
48064,93
48063,91
48062,86
48061,86
48060,90
48059,90
48058,95
48057,92
48056,85
48055,91
48054,87
48053,89
48052,84
48051,92
48050,90
48049,95
48048,93
48047,93
48046,93
48045,88
48044,89
48043,93
48042,92
48041,89
48040,92
48039,88
48038,92
48037,94
48036,88
48035,93
48034,89
48033,90
48032,94
48031,92
48030,95
48029,90
48028,95
48027,91
48026,92
48025,93
48024,94
48023,94
48022,86
48021,86
48020,85
48019,84
48018,83
48017,91
48016,92
48015,96
48014,92
48013,92
48012,83
48011,83
48010,87
48009,87
48008,83
48007,85
48006,93
48005,92
48004,91
48003,89
48002,93
48001,93
48000,92
47999,93
47998,93
47997,92
47996,90
47995,93
47994,97
47993,88
47992,90
47991,100
47990,92
47989,91
47988,92
47987,91
47986,93
47985,90
47984,86
47983,90
47982,84
47981,89
47980,87
47979,87
47978,90
47977,89
47976,93
47975,89
47974,91
47973,84
47972,84
47971,90
47970,96
47969,84
47968,89
47967,85
47966,92
47965,92
47964,97
47963,87
47962,91
47961,93
47960,93
47959,91
47958,95
47957,90
47956,96
47955,89
47954,91
47953,92
47952,92
47951,95
47950,95
47949,93
47948,99
47947,86
47946,89
47945,82
47944,90
47943,92
47942,93
47941,91
47940,90
47939,93
47938,96
47937,88
47936,83
47935,94
47934,89
47933,90
47932,93
47931,88
47930,95
47929,87
47928,87
47927,92
47926,84
47925,93
47924,91
47923,90
47922,91
47921,91
47920,93
47919,90
47918,92
47917,91
47916,89
47915,86
47914,94
47913,88
47912,94
47911,86
47910,89
47909,91
47908,92
47907,91
47906,89
47905,92
47904,94
47903,93
47902,87
47901,96
47900,93
47899,96
47898,91
47897,91
47896,93
47895,87
47894,97
47893,92
47892,92
47891,89
47890,89
47889,94
47888,90
47887,90
47886,91
47885,82
47884,92
47883,89
47882,94
47881,89
47880,88
47879,88
47878,91
47877,93
47876,87
47875,91
47874,85
47873,90
47872,86
47871,89
47870,88
47869,86
47868,91
47867,88
47866,91
47865,93
47864,91
47863,90
47862,89
47861,91
47860,93
47859,93
47858,96
47857,92
47856,87
47855,92
47854,90
47853,86
47852,93
47851,91
47850,90
47849,88
47848,94
47847,92
47846,95
47845,94
47844,88
47843,92
47842,95
47841,90
47840,92
47839,92
47838,91
47837,84
47836,93
47835,87
47834,93
47833,92
47832,96
47831,91
47830,92
