id,target,spf,name
1,3697.43638689518,25,amecro
2,3233.34906289428,25,amegfi
3,341.604116918176,25,amekes
4,4999.36726646721,25,amerob
5,2606.02064725235,25,annhum
6,1913.85869810446,25,baleag
7,1635.48052223977,25,barswa
8,2193.13798838081,25,batpig1
9,1411.50027499394,25,belkin1
10,2507.67481432594,25,bewwre
11,3928.05318529829,25,bkhgro
12,2170.70572483391,25,bnhcow
13,680.744798648187,25,brdowl
14,802.527966564147,25,brebla
15,2877.09525890406,25,brncre
16,1614.78602890686,25,bushti
17,2136.41222307496,25,cangoo
18,3082.64881208465,25,cedwax
19,3991.22574085146,25,chbchi
20,558.044405237554,25,chispa
21,2231.73998929686,25,comrav
22,2109.47654418687,25,coohaw
23,4232.53787441701,25,daejun
24,3005.04620056374,25,dowwoo
25,681.650387311093,25,eucdov
26,2387.00981958802,25,eursta
27,1744.27047898164,25,evegro
28,2539.26498336974,25,foxspa
29,3761.09261941146,25,gockin
30,2198.92676724937,25,haiwoo
31,1612.14521134183,25,houfin
32,1115.69280184251,25,houspa
33,698.14275882164,25,houwre
34,2081.26866217734,25,hutvir
35,720.27157056182,25,macwar
36,2583.45440428427,25,moudov
37,4460.47912577987,25,norfli
38,830.740710581638,25,norhar1
39,2505.56080404743,25,olsfly
40,2420.5685644838,25,orcwar
41,415.910443844294,25,osprey
42,3391.72070170483,25,pacwre1
43,2173.49640603848,25,pasfly
44,3252.26680687866,25,pilwoo
45,3341.30768412836,25,pinsis
46,2856.88709341995,25,purfin
47,84.967715559066,25,purmar
48,3228.64374937639,25,rebnut
49,2478.06031004218,25,rebsap
50,2626.00762725547,25,redcro
51,2753.98205693648,25,rethaw
52,1915.31075171642,25,rewbla
53,785.965470796757,25,rocpig
54,3394.02131860312,25,rufhum
55,1212.30486536199,25,savspa
56,4328.79836486131,25,sonspa
57,4972.9450927524,25,sora
58,4382.23402587883,25,spotow
59,4322.20121853203,25,stejay
60,3268.34177363175,25,swathr
61,1015.91853164171,25,towwar
62,1758.50844931658,25,treswa
63,3275.60119535318,25,varthr
64,3002.81874651164,25,vigswa
65,3478.06946355496,25,warvir
66,2840.68139063716,25,westan
67,2457.28499644399,25,whcspa
68,745.880786077902,25,wilsni1
69,2964.73291668184,25,wlswar
70,1249.59115009456,25,wooduc
71,1510.21770105314,25,yelwar
72,2480.3505705297,25,yerwar
