"planning_unit","number"
49654,83
49653,85
49652,81
49651,85
49650,67
49649,29
49648,69
49647,83
49646,90
49645,85
49644,90
49643,60
49642,0
49641,0
49640,1
49639,1
49638,10
49637,93
49636,88
49635,86
49634,80
49633,80
49632,84
49631,24
49630,1
49629,0
49628,0
49627,1
49626,3
49625,3
49624,21
49623,12
49622,12
49621,25
49620,33
49619,55
49618,37
49617,23
49616,16
49615,57
49614,89
49613,75
49612,62
49611,58
49610,91
49609,81
49608,77
49607,84
49606,96
49605,96
49604,94
49603,84
49602,62
49601,95
49600,98
49599,99
49598,100
49597,100
49596,97
49595,99
49594,99
49593,98
49592,81
49591,0
49590,0
49589,0
49588,0
49587,0
49586,0
49585,0
49584,11
49583,98
49582,97
49581,99
49580,99
49579,98
49578,96
49577,98
49576,100
49575,99
49574,100
49573,99
49572,100
49571,98
49570,100
49569,100
49568,100
49567,99
49566,99
49565,40
49564,0
49563,0
49562,0
49561,1
49560,0
49559,0
49558,0
49557,7
49556,6
49555,2
49554,0
49553,0
49552,0
49551,0
49550,0
49549,4
49548,9
49547,3
49546,0
49545,0
49544,3
49543,80
49542,100
49541,100
49540,100
49539,100
49538,100
49537,21
49536,7
49535,11
49534,10
49533,0
49532,0
49531,0
49530,0
49529,40
49528,97
49527,93
49526,98
49525,96
49524,95
49523,96
49522,98
49521,95
49520,97
49519,95
49518,100
49517,62
49516,33
49515,37
49514,31
49513,70
49512,2
49511,0
49510,0
49509,1
49508,2
49507,10
49506,23
49505,16
49504,6
49503,0
49502,0
49501,5
49500,99
49499,78
49498,97
49497,100
49496,100
49495,100
49494,100
49493,100
49492,100
49491,100
49490,100
49489,100
49488,100
49487,100
49486,95
49485,87
49484,78
49483,82
49482,97
49481,92
49480,88
49479,89
49478,84
49477,89
49476,85
49475,90
49474,60
49473,17
49472,54
49471,73
49470,72
49469,52
49468,38
49467,34
49466,28
49465,60
49464,59
49463,68
49462,72
49461,59
49460,77
49459,67
49458,64
49457,71
49456,73
49455,63
49454,23
49453,1
49452,2
49451,2
49450,35
49449,89
49448,80
49447,81
49446,89
49445,94
49444,88
49443,52
49442,52
49441,47
49440,31
49439,19
49438,36
49437,76
49436,99
49435,93
49434,93
49433,96
49432,97
49431,100
49430,95
49429,89
49428,82
49427,90
49426,83
49425,92
49424,81
49423,82
49422,74
49421,73
49420,64
49419,33
49418,25
49417,7
49416,1
49415,1
49414,1
49413,6
49412,39
49411,65
49410,64
49409,10
49408,18
49407,30
49406,15
49405,0
49404,1
49403,0
49402,0
49401,11
49400,19
49399,61
49398,96
49397,24
49396,3
49395,2
49394,5
49393,9
49392,15
49391,7
49390,24
49389,89
49388,97
49387,98
49386,85
49385,78
49384,79
49383,76
49382,88
49381,93
49380,99
49379,92
49378,81
49377,48
49376,90
49375,100
49374,97
49373,96
49372,95
49371,98
49370,100
49369,100
49368,100
49367,92
49366,12
49365,0
49364,0
49363,0
49362,1
49361,0
49360,1
49359,22
49358,99
49357,100
49356,100
49355,96
49354,96
49353,95
49352,100
49351,100
49350,100
49349,100
49348,98
49347,99
49346,100
49345,100
49344,100
49343,98
49342,99
49341,100
49340,96
49339,38
49338,0
49337,0
49336,0
49335,0
49334,0
49333,0
49332,32
49331,12
49330,0
49329,1
49328,5
49327,35
49326,45
49325,87
49324,59
49323,46
49322,6
49321,0
49320,55
49319,96
49318,100
49317,100
49316,100
49315,100
49314,100
49313,100
49312,26
49311,6
49310,3
49309,1
49308,0
49307,0
49306,0
49305,0
49304,75
49303,98
49302,95
49301,97
49300,99
49299,96
49298,90
49297,99
49296,96
49295,93
49294,97
49293,99
49292,99
49291,97
49290,99
49289,95
49288,56
49287,1
49286,0
49285,0
49284,0
49283,3
49282,29
49281,57
49280,9
49279,1
49278,0
49277,0
49276,41
49275,99
49274,99
49273,100
49272,100
49271,100
49270,100
49269,100
49268,100
49267,100
49266,100
49265,100
49264,100
49263,100
49262,100
49261,97
49260,90
49259,91
49258,76
49257,97
49256,92
49255,82
49254,84
49253,87
49252,83
49251,86
49250,88
49249,51
49248,7
49247,33
49246,66
49245,43
49244,73
49243,65
49242,24
49241,11
49240,57
49239,66
49238,49
49237,64
49236,51
49235,63
49234,58
49233,74
49232,79
49231,77
49230,75
49229,32
49228,7
49227,1
49226,7
49225,61
49224,67
49223,73
49222,81
49221,91
49220,98
49219,90
49218,75
49217,81
49216,81
49215,86
49214,79
49213,93
49212,91
49211,95
49210,92
49209,92
49208,97
49207,98
49206,99
49205,98
49204,85
49203,85
49202,84
49201,87
49200,96
49199,93
49198,89
49197,74
49196,62
49195,73
49194,34
49193,53
49192,64
49191,19
49190,0
49189,1
49188,1
49187,8
49186,49
49185,44
49184,8
49183,20
49182,14
49181,10
49180,1
49179,0
49178,0
49177,0
49176,18
49175,31
49174,40
49173,46
49172,11
49171,5
49170,5
49169,1
49168,1
49167,6
49166,27
49165,46
49164,86
49163,99
49162,99
49161,96
49160,98
49159,96
49158,89
49157,79
49156,94
49155,98
49154,96
49153,99
49152,76
49151,83
49150,99
49149,97
49148,95
49147,90
49146,93
49145,99
49144,100
49143,99
49142,100
49141,96
49140,92
49139,3
49138,0
49137,0
49136,0
49135,6
49134,45
49133,95
49132,100
49131,100
49130,100
49129,100
49128,98
49127,100
49126,100
49125,99
49124,98
49123,100
49122,100
49121,100
49120,100
49119,100
49118,99
49117,99
49116,100
49115,100
49114,86
49113,0
49112,0
49111,0
49110,0
49109,0
49108,4
49107,15
49106,8
49105,10
49104,2
49103,7
49102,21
49101,52
49100,46
49099,50
49098,27
49097,33
49096,27
49095,98
49094,100
49093,100
49092,100
49091,100
49090,100
49089,100
49088,100
49087,77
49086,4
49085,0
49084,0
49083,0
49082,0
49081,6
49080,40
49079,98
49078,99
49077,91
49076,97
49075,99
49074,99
49073,95
49072,99
49071,95
49070,100
49069,98
49068,99
49067,94
49066,98
49065,99
49064,97
49063,38
49062,0
49061,0
49060,1
49059,1
49058,7
49057,35
49056,75
49055,2
49054,0
49053,1
49052,0
49051,6
49050,99
49049,100
49048,100
49047,100
49046,100
49045,100
49044,100
49043,100
49042,100
49041,100
49040,100
49039,100
49038,100
49037,100
49036,95
49035,99
49034,89
49033,78
49032,82
49031,87
49030,84
49029,84
49028,88
49027,89
49026,79
49025,83
49024,73
49023,43
49022,46
49021,55
49020,61
49019,49
49018,60
49017,29
49016,15
49015,48
49014,64
49013,75
49012,73
49011,72
49010,62
49009,57
49008,76
49007,77
49006,82
49005,75
49004,59
49003,38
49002,11
49001,27
49000,56
48999,74
48998,81
48997,94
48996,95
48995,96
48994,95
48993,80
48992,93
48991,76
48990,62
48989,51
48988,73
48987,97
48986,97
48985,98
48984,98
48983,97
48982,92
48981,92
48980,85
48979,76
48978,74
48977,68
48976,75
48975,88
48974,85
48973,89
48972,79
48971,63
48970,69
48969,25
48968,16
48967,29
48966,16
48965,2
48964,1
48963,3
48962,6
48961,9
48960,6
48959,18
48958,31
48957,7
48956,2
48955,6
48954,4
48953,3
48952,5
48951,28
48950,46
48949,34
48948,53
48947,20
48946,42
48945,90
48944,38
48943,1
48942,0
48941,39
48940,77
48939,87
48938,99
48937,100
48936,100
48935,99
48934,96
48933,97
48932,83
48931,96
48930,100
48929,100
48928,98
48927,86
48926,95
48925,95
48924,76
48923,62
48922,84
48921,69
48920,95
48919,100
48918,100
48917,100
48916,100
48915,100
48914,67
48913,0
48912,0
48911,0
48910,70
48909,91
48908,95
48907,99
48906,100
48905,98
48904,96
48903,98
48902,99
48901,97
48900,100
48899,100
48898,100
48897,100
48896,100
48895,100
48894,100
48893,100
48892,99
48891,100
48890,100
48889,100
48888,9
48887,0
48886,0
48885,2
48884,20
48883,5
48882,5
48881,5
48880,7
48879,7
48878,14
48877,12
48876,25
48875,24
48874,29
48873,5
48872,11
48871,39
48870,97
48869,100
48868,100
48867,100
48866,100
48865,100
48864,100
48863,100
48862,22
48861,6
48860,0
48859,0
48858,1
48857,2
48856,3
48855,17
48854,93
48853,98
48852,98
48851,98
48850,87
48849,53
48848,9
48847,34
48846,91
48845,89
48844,94
48843,95
48842,98
48841,97
48840,100
48839,98
48838,53
48837,0
48836,0
48835,4
48834,20
48833,45
48832,34
48831,49
48830,4
48829,0
48828,0
48827,0
48826,1
48825,100
48824,100
48823,100
48822,100
48821,100
48820,97
48819,98
48818,100
48817,100
48816,100
48815,100
48814,100
48813,100
48812,100
48811,98
48810,98
48809,90
48808,81
48807,72
48806,63
48805,72
48804,68
48803,85
48802,53
48801,73
48800,63
48799,72
48798,37
48797,57
48796,35
48795,45
48794,41
48793,53
48792,43
48791,50
48790,60
48789,94
48788,100
48787,95
48786,85
48785,70
48784,79
48783,80
48782,83
48781,81
48780,75
48779,67
48778,67
48777,51
48776,53
48775,71
48774,68
48773,83
48772,95
48771,90
48770,94
48769,94
48768,90
48767,88
48766,88
48765,64
48764,29
48763,54
48762,91
48761,97
48760,98
48759,96
48758,99
48757,98
48756,90
48755,87
48754,63
48753,68
48752,36
48751,10
48750,13
48749,29
48748,59
48747,89
48746,5
48745,0
48744,20
48743,4
48742,4
48741,19
48740,3
48739,6
48738,4
48737,22
48736,13
48735,1
48734,37
48733,51
48732,3
48731,5
48730,8
48729,2
48728,2
48727,11
48726,30
48725,37
48724,60
48723,89
48722,92
48721,88
48720,95
48719,83
48718,6
48717,7
48716,38
48715,80
48714,68
48713,93
48712,97
48711,97
48710,99
48709,100
48708,100
48707,100
48706,100
48705,100
48704,100
48703,100
48702,99
48701,100
48700,89
48699,83
48698,84
48697,83
48696,93
48695,99
48694,100
48693,97
48692,100
48691,100
48690,100
48689,65
48688,13
48687,5
48686,27
48685,99
48684,100
48683,100
48682,98
48681,98
48680,100
48679,97
48678,100
48677,100
48676,100
48675,100
48674,100
48673,99
48672,99
48671,100
48670,100
48669,100
48668,100
48667,99
48666,100
48665,100
48664,100
48663,100
48662,0
48661,0
48660,0
48659,10
48658,8
48657,3
48656,0
48655,6
48654,12
48653,5
48652,5
48651,24
48650,43
48649,0
48648,0
48647,8
48646,10
48645,82
48644,100
48643,100
48642,100
48641,100
48640,100
48639,100
48638,100
48637,78
48636,75
48635,78
48634,41
48633,9
48632,3
48631,0
48630,5
48629,95
48628,99
48627,99
48626,86
48625,13
48624,0
48623,0
48622,0
48621,17
48620,20
48619,15
48618,62
48617,96
48616,100
48615,99
48614,98
48613,79
48612,0
48611,0
48610,13
48609,43
48608,41
48607,44
48606,49
48605,0
48604,1
48603,0
48602,0
48601,0
48600,100
48599,100
48598,100
48597,100
48596,82
48595,74
48594,94
48593,98
48592,100
48591,99
48590,100
48589,100
48588,100
48587,100
48586,100
48585,90
48584,90
48583,78
48582,71
48581,66
48580,73
48579,73
48578,59
48577,65
48576,58
48575,73
48574,41
48573,41
48572,59
48571,67
48570,56
48569,52
48568,67
48567,69
48566,64
48565,58
48564,86
48563,96
48562,96
48561,86
48560,92
48559,88
48558,89
48557,78
48556,76
48555,82
48554,72
48553,84
48552,70
48551,42
48550,60
48549,74
48548,87
48547,81
48546,82
48545,72
48544,64
48543,78
48542,64
48541,67
48540,67
48539,71
48538,90
48537,93
48536,99
48535,98
48534,98
48533,97
48532,94
48531,92
48530,91
48529,89
48528,87
48527,56
48526,2
48525,4
48524,36
48523,73
48522,94
48521,4
48520,0
48519,1
48518,1
48517,2
48516,43
48515,44
48514,17
48513,3
48512,19
48511,74
48510,63
48509,78
48508,62
48507,34
48506,23
48505,2
48504,1
48503,0
48502,3
48501,20
48500,36
48499,36
48498,94
48497,97
48496,57
48495,32
48494,69
48493,58
48492,50
48491,50
48490,52
48489,69
48488,95
48487,97
48486,100
48485,99
48484,100
48483,100
48482,100
48481,100
48480,100
48479,100
48478,100
48477,100
48476,100
48475,97
48474,92
48473,97
48472,91
48471,93
48470,97
48469,100
48468,96
48467,98
48466,100
48465,100
48464,100
48463,100
48462,1
48461,0
48460,24
48459,100
48458,100
48457,100
48456,90
48455,99
48454,96
48453,97
48452,100
48451,100
48450,100
48449,100
48448,100
48447,100
48446,99
48445,100
48444,100
48443,100
48442,100
48441,99
48440,100
48439,100
48438,100
48437,96
48436,0
48435,0
48434,5
48433,4
48432,3
48431,10
48430,8
48429,19
48428,13
48427,4
48426,46
48425,15
48424,0
48423,0
48422,1
48421,1
48420,31
48419,88
48418,84
48417,100
48416,100
48415,100
48414,100
48413,100
48412,100
48411,98
48410,99
48409,100
48408,98
48407,74
48406,23
48405,23
48404,96
48403,99
48402,100
48401,85
48400,10
48399,2
48398,1
48397,2
48396,0
48395,9
48394,13
48393,44
48392,91
48391,98
48390,100
48389,98
48388,70
48387,12
48386,0
48385,11
48384,25
48383,43
48382,63
48381,34
48380,0
48379,4
48378,2
48377,1
48376,2
48375,100
48374,100
48373,100
48372,100
48371,97
48370,72
48369,82
48368,100
48367,100
48366,100
48365,100
48364,100
48363,100
48362,100
48361,99
48360,93
48359,82
48358,85
48357,80
48356,80
48355,83
48354,64
48353,47
48352,49
48351,58
48350,61
48349,43
48348,25
48347,67
48346,74
48345,70
48344,80
48343,71
48342,70
48341,62
48340,65
48339,81
48338,89
48337,93
48336,95
48335,78
48334,75
48333,80
48332,79
48331,75
48330,82
48329,77
48328,79
48327,71
48326,54
48325,64
48324,73
48323,84
48322,86
48321,92
48320,69
48319,64
48318,78
48317,81
48316,84
48315,72
48314,89
48313,100
48312,98
48311,98
48310,98
48309,92
48308,94
48307,97
48306,92
48305,97
48304,98
48303,97
48302,99
48301,12
48300,0
48299,20
48298,92
48297,96
48296,34
48295,0
48294,0
48293,0
48292,1
48291,0
48290,15
48289,50
48288,46
48287,36
48286,48
48285,69
48284,84
48283,50
48282,24
48281,0
48280,0
48279,1
48278,0
48277,0
48276,1
48275,17
48274,20
48273,79
48272,69
48271,68
48270,58
48269,81
48268,69
48267,80
48266,92
48265,87
48264,96
48263,97
48262,97
48261,100
48260,99
48259,100
48258,98
48257,98
48256,99
48255,100
48254,100
48253,100
48252,100
48251,98
48250,93
48249,88
48248,90
48247,87
48246,80
48245,64
48244,75
48243,94
48242,99
48241,100
48240,100
48239,100
48238,100
48237,1
48236,0
48235,0
48234,0
48233,73
48232,100
48231,100
48230,97
48229,98
48228,95
48227,100
48226,99
48225,100
48224,98
48223,100
48222,100
48221,100
48220,100
48219,100
48218,100
48217,100
48216,100
48215,100
48214,100
48213,100
48212,100
48211,77
48210,1
48209,0
48208,0
48207,25
48206,25
48205,15
48204,43
48203,25
48202,7
48201,40
48200,15
48199,0
48198,0
48197,0
48196,0
48195,7
48194,2
48193,1
48192,4
48191,99
48190,100
48189,100
48188,100
48187,100
48186,100
48185,100
48184,100
48183,100
48182,100
48181,100
48180,93
48179,100
48178,100
48177,99
48176,95
48175,50
48174,68
48173,50
48172,3
48171,4
48170,6
48169,12
48168,34
48167,97
48166,100
48165,100
48164,98
48163,65
48162,4
48161,0
48160,5
48159,14
48158,24
48157,43
48156,46
48155,3
48154,0
48153,3
48152,1
48151,5
48150,100
48149,99
48148,100
48147,100
48146,99
48145,94
48144,96
48143,100
48142,100
48141,100
48140,100
48139,100
48138,100
48137,100
48136,100
48135,97
48134,83
48133,83
48132,71
48131,65
48130,90
48129,76
48128,81
48127,61
48126,77
48125,65
48124,53
48123,64
48122,85
48121,77
48120,67
48119,60
48118,60
48117,69
48116,71
48115,71
48114,63
48113,18
48112,9
48111,43
48110,89
48109,32
48108,12
48107,17
48106,25
48105,15
48104,33
48103,66
48102,65
48101,73
48100,77
48099,89
48098,82
48097,78
48096,73
48095,73
48094,81
48093,94
48092,95
48091,97
48090,95
48089,98
48088,98
48087,98
48086,98
48085,90
48084,82
48083,85
48082,89
48081,88
48080,96
48079,91
48078,71
48077,52
48076,47
48075,7
48074,18
48073,92
48072,94
48071,6
48070,0
48069,0
48068,0
48067,0
48066,0
48065,18
48064,65
48063,68
48062,25
48061,0
48060,10
48059,96
48058,87
48057,36
48056,3
48055,0
48054,0
48053,0
48052,0
48051,2
48050,52
48049,20
48048,66
48047,62
48046,74
48045,97
48044,94
48043,76
48042,68
48041,90
48040,98
48039,82
48038,97
48037,90
48036,94
48035,92
48034,80
48033,21
48032,56
48031,73
48030,92
48029,97
48028,98
48027,97
48026,96
48025,88
48024,84
48023,87
48022,86
48021,73
48020,84
48019,86
48018,100
48017,100
48016,100
48015,100
48014,100
48013,62
48012,0
48011,0
48010,0
48009,0
48008,0
48007,91
48006,100
48005,100
48004,100
48003,100
48002,100
48001,100
48000,100
47999,100
47998,100
47997,100
47996,100
47995,100
47994,100
47993,100
47992,100
47991,100
47990,100
47989,100
47988,100
47987,100
47986,100
47985,50
47984,1
47983,4
47982,0
47981,0
47980,4
47979,29
47978,33
47977,36
47976,63
47975,14
47974,0
47973,0
47972,0
47971,0
47970,4
47969,0
47968,1
47967,3
47966,59
47965,99
47964,98
47963,98
47962,100
47961,100
47960,100
47959,100
47958,100
47957,100
47956,100
47955,99
47954,99
47953,100
47952,99
47951,94
47950,78
47949,89
47948,80
47947,5
47946,5
47945,8
47944,4
47943,18
47942,99
47941,99
47940,98
47939,97
47938,86
47937,10
47936,5
47935,7
47934,3
47933,1
47932,3
47931,5
47930,3
47929,0
47928,1
47927,1
47926,1
47925,100
47924,100
47923,100
47922,100
47921,100
47920,100
47919,100
47918,100
47917,100
47916,100
47915,100
47914,100
47913,100
47912,100
47911,98
47910,98
47909,83
47908,91
47907,89
47906,71
47905,70
47904,85
47903,93
47902,83
47901,75
47900,80
47899,78
47898,84
47897,98
47896,95
47895,88
47894,48
47893,52
47892,55
47891,73
47890,78
47889,39
47888,1
47887,0
47886,0
47885,35
47884,1
47883,0
47882,2
47881,12
47880,7
47879,21
47878,51
47877,51
47876,64
47875,75
47874,96
47873,93
47872,82
47871,85
47870,75
47869,86
47868,95
47867,93
47866,94
47865,95
47864,97
47863,94
47862,97
47861,91
47860,83
47859,79
47858,64
47857,82
47856,70
47855,71
47854,52
47853,27
47852,15
47851,12
47850,68
47849,73
47848,100
47847,98
47846,58
47845,0
47844,8
47843,30
47842,11
47841,28
47840,75
47839,87
47838,13
47837,11
47836,0
47835,10
47834,87
47833,83
47832,58
47831,24
47830,14
