id,target,spf,name
1,7394.87277379036,25,amecro
2,6466.69812578857,25,amegfi
3,683.208233836352,25,amekes
4,9998.73453293443,25,amerob
5,5212.04129450469,25,annhum
6,3827.71739620892,25,baleag
7,3270.96104447953,25,barswa
8,4386.27597676162,25,batpig1
9,2823.00054998789,25,belkin1
10,5015.34962865189,25,bewwre
11,7856.10637059659,25,bkhgro
12,4341.41144966781,25,bnhcow
13,1361.48959729637,25,brdowl
14,1605.05593312829,25,brebla
15,5754.19051780813,25,brncre
16,3229.57205781371,25,bushti
17,4272.82444614992,25,cangoo
18,6165.29762416929,25,cedwax
19,7982.45148170292,25,chbchi
20,1116.08881047511,25,chispa
21,4463.47997859372,25,comrav
22,4218.95308837373,25,coohaw
23,8465.07574883402,25,daejun
24,6010.09240112747,25,dowwoo
25,1363.30077462219,25,eucdov
26,4774.01963917604,25,eursta
27,3488.54095796328,25,evegro
28,5078.52996673947,25,foxspa
29,7522.18523882292,25,gockin
30,4397.85353449874,25,haiwoo
31,3224.29042268365,25,houfin
32,2231.38560368503,25,houspa
33,1396.28551764328,25,houwre
34,4162.53732435468,25,hutvir
35,1440.54314112364,25,macwar
36,5166.90880856855,25,moudov
37,8920.95825155973,25,norfli
38,1661.48142116328,25,norhar1
39,5011.12160809486,25,olsfly
40,4841.13712896761,25,orcwar
41,831.820887688587,25,osprey
42,6783.44140340965,25,pacwre1
43,4346.99281207696,25,pasfly
44,6504.53361375732,25,pilwoo
45,6682.61536825672,25,pinsis
46,5713.77418683991,25,purfin
47,169.935431118132,25,purmar
48,6457.28749875277,25,rebnut
49,4956.12062008437,25,rebsap
50,5252.01525451094,25,redcro
51,5507.96411387296,25,rethaw
52,3830.62150343284,25,rewbla
53,1571.93094159351,25,rocpig
54,6788.04263720624,25,rufhum
55,2424.60973072399,25,savspa
56,8657.59672972262,25,sonspa
57,9945.8901855048,25,sora
58,8764.46805175766,25,spotow
59,8644.40243706405,25,stejay
60,6536.68354726351,25,swathr
61,2031.83706328343,25,towwar
62,3517.01689863317,25,treswa
63,6551.20239070635,25,varthr
64,6005.63749302328,25,vigswa
65,6956.13892710991,25,warvir
66,5681.36278127432,25,westan
67,4914.56999288797,25,whcspa
68,1491.7615721558,25,wilsni1
69,5929.46583336368,25,wlswar
70,2499.18230018912,25,wooduc
71,3020.43540210629,25,yelwar
72,4960.7011410594,25,yerwar
