"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
72,,4960.701141,7658.088257,0,13159,0,0,yes,1.000000
71,,3020.435402,4050.158610,0,13159,0,0,yes,1.000000
70,,2499.182300,3856.133750,0,13159,0,0,yes,1.000000
69,,5929.465833,8020.733725,0,13159,0,0,yes,1.000000
68,,1491.761572,2515.442065,0,13159,0,0,yes,1.000000
67,,4914.569993,7172.077256,0,13159,0,0,yes,1.000000
66,,5681.362781,7862.543948,0,13159,0,0,yes,1.000000
65,,6956.138927,9690.846878,0,13159,0,0,yes,1.000000
64,,6005.637493,8768.224102,0,13159,0,0,yes,1.000000
63,,6551.202391,7313.145478,0,13159,0,0,yes,1.000000
62,,3517.016899,6371.796022,0,13159,0,0,yes,1.000000
61,,2031.837063,3222.798773,0,13159,0,0,yes,1.000000
60,,6536.683547,10571.890779,0,13159,0,0,yes,1.000000
59,,8644.402437,10872.555909,0,13159,0,0,yes,1.000000
58,,8764.468052,11172.275753,0,13159,0,0,yes,1.000000
57,,9945.890186,12721.454238,0,12739,0,0,yes,1.000000
56,,8657.596730,12117.899958,0,13159,0,0,yes,1.000000
55,,2424.609731,4852.363694,0,13159,0,0,yes,1.000000
54,,6788.042637,9990.768257,0,13159,0,0,yes,1.000000
53,,1571.930942,2055.756935,0,13159,0,0,yes,1.000000
52,,3830.621503,6938.354771,0,13159,0,0,yes,1.000000
51,,5507.964114,8850.886948,0,13159,0,0,yes,1.000000
50,,5252.015255,5800.149107,0,13159,0,0,yes,1.000000
49,,4956.120620,7322.964654,0,13159,0,0,yes,1.000000
48,,6457.287499,7744.389144,0,13159,0,0,yes,1.000000
47,,169.935431,271.689198,0,13159,0,0,yes,1.000000
46,,5713.774187,8453.001204,0,13159,0,0,yes,1.000000
45,,6682.615368,7779.928501,0,13159,0,0,yes,1.000000
44,,6504.533614,8213.431443,0,13159,0,0,yes,1.000000
43,,4346.992812,6434.947198,0,13159,0,0,yes,1.000000
42,,6783.441403,9486.423560,0,13159,0,0,yes,1.000000
41,,831.820888,1336.902620,0,13159,0,0,yes,1.000000
40,,4841.137129,7808.845196,0,13159,0,0,yes,1.000000
39,,5011.121608,5011.138135,0,13159,0,0,yes,1.000000
38,,1661.481421,4780.935115,0,13159,0,0,yes,1.000000
37,,8920.958252,11298.699942,0,13159,0,0,yes,1.000000
36,,5166.908809,7497.442663,0,13159,0,0,yes,1.000000
35,,1440.543141,3054.124209,0,13159,0,0,yes,1.000000
34,,4162.537324,5220.287141,0,13159,0,0,yes,1.000000
33,,1396.285518,3113.948377,0,13159,0,0,yes,1.000000
32,,2231.385604,2277.254641,0,13159,0,0,yes,1.000000
31,,3224.290423,3522.278888,0,13159,0,0,yes,1.000000
30,,4397.853534,6639.331712,0,13159,0,0,yes,1.000000
29,,7522.185239,8692.304596,0,13159,0,0,yes,1.000000
28,,5078.529967,7337.000858,0,13159,0,0,yes,1.000000
27,,3488.540958,3692.207717,0,13159,0,0,yes,1.000000
26,,4774.019639,7032.636467,0,13159,0,0,yes,1.000000
25,,1363.300775,2596.043223,0,13159,0,0,yes,1.000000
24,,6010.092401,7377.207648,0,13159,0,0,yes,1.000000
23,,8465.075749,10062.387181,0,13159,0,0,yes,1.000000
22,,4218.953088,5497.749668,0,13159,0,0,yes,1.000000
21,,4463.479979,8748.453446,0,13159,0,0,yes,1.000000
20,,1116.088810,1333.144553,0,13159,0,0,yes,1.000000
19,,7982.451482,10065.226047,0,13159,0,0,yes,1.000000
18,,6165.297624,9012.248416,0,13159,0,0,yes,1.000000
17,,4272.824446,7194.945810,0,13159,0,0,yes,1.000000
16,,3229.572058,3231.951683,0,13159,0,0,yes,1.000000
15,,5754.190518,7254.586470,0,13159,0,0,yes,1.000000
14,,1605.055933,3049.552715,0,13159,0,0,yes,1.000000
13,,1361.489597,2445.156463,0,13159,0,0,yes,1.000000
12,,4341.411450,6865.788465,0,13159,0,0,yes,1.000000
11,,7856.106371,11728.716868,0,13159,0,0,yes,1.000000
10,,5015.349629,6607.035506,0,13159,0,0,yes,1.000000
9,,2823.000550,4129.603523,0,13159,0,0,yes,1.000000
8,,4386.275977,6368.951375,0,13159,0,0,yes,1.000000
7,,3270.961044,6231.653541,0,13159,0,0,yes,1.000000
6,,3827.717396,8263.823665,0,13159,0,0,yes,1.000000
5,,5212.041295,5212.041428,0,13159,0,0,yes,1.000000
4,,9998.734533,13125.385264,0,13159,0,0,yes,1.000000
3,,683.208234,2007.238701,0,13159,0,0,yes,1.000000
2,,6466.698126,9050.144929,0,13159,0,0,yes,1.000000
1,,7394.872774,8677.827701,0,13159,0,0,yes,1.000000
