"Run_Number","Score","Cost","Planning_Units","Connectivity","Connectivity_Total","Connectivity_In","Connectivity_Edge","Connectivity_Out","Connectivity_In_Fraction","Penalty","Shortfall","Missing_Values","MPM"
1,530264481.000000,530264481.000000,13195,1177000.000000,10170000.000000,2050500.000000,1177000.000000,6942500.000000,0.201622,0.000000,0.000000,0,1.000000
2,530418095.000000,530418095.000000,13168,1165400.000000,10170000.000000,2050900.000000,1165400.000000,6953700.000000,0.201662,0.000000,0.000000,0,1.000000
3,533097773.656885,533097714.000000,13236,1172600.000000,10170000.000000,2060900.000000,1172600.000000,6936500.000000,0.202645,59.656885,0.000052,1,1.000000
4,534779977.000000,534779977.000000,13184,1186200.000000,10170000.000000,2043700.000000,1186200.000000,6940100.000000,0.200954,0.000000,0.000000,0,1.000000
5,531315657.000000,531315657.000000,13150,1159400.000000,10170000.000000,2050300.000000,1159400.000000,6960300.000000,0.201603,0.000000,0.000000,0,1.000000
6,532088153.000000,532088153.000000,13197,1162600.000000,10170000.000000,2058100.000000,1162600.000000,6949300.000000,0.202370,0.000000,0.000000,0,1.000000
7,528450791.603638,528450606.000000,13190,1158600.000000,10170000.000000,2058700.000000,1158600.000000,6952700.000000,0.202429,185.603638,0.000088,1,1.000000
8,531275653.000000,531275653.000000,13201,1157000.000000,10170000.000000,2061700.000000,1157000.000000,6951300.000000,0.202724,0.000000,0.000000,0,1.000000
9,535057071.000000,535057071.000000,13168,1177800.000000,10170000.000000,2044700.000000,1177800.000000,6947500.000000,0.201052,0.000000,0.000000,0,1.000000
10,537267209.000000,537267209.000000,13133,1184000.000000,10170000.000000,2034600.000000,1184000.000000,6951400.000000,0.200059,0.000000,0.000000,0,1.000000
11,531397663.000000,531397663.000000,13196,1168200.000000,10170000.000000,2055100.000000,1168200.000000,6946700.000000,0.202075,0.000000,0.000000,0,1.000000
12,533269275.000000,533269275.000000,13209,1174600.000000,10170000.000000,2054500.000000,1174600.000000,6940900.000000,0.202016,0.000000,0.000000,0,1.000000
13,532019307.000000,532019307.000000,13139,1163400.000000,10170000.000000,2046100.000000,1163400.000000,6960500.000000,0.201190,0.000000,0.000000,0,1.000000
14,531140591.000000,531140591.000000,13151,1169800.000000,10170000.000000,2045300.000000,1169800.000000,6954900.000000,0.201111,0.000000,0.000000,0,1.000000
15,532301868.000000,532301868.000000,13132,1175200.000000,10170000.000000,2038800.000000,1175200.000000,6956000.000000,0.200472,0.000000,0.000000,0,1.000000
16,532943603.000000,532943603.000000,13182,1159200.000000,10170000.000000,2056800.000000,1159200.000000,6954000.000000,0.202242,0.000000,0.000000,0,1.000000
17,532107380.000000,532107380.000000,13179,1177200.000000,10170000.000000,2047200.000000,1177200.000000,6945600.000000,0.201298,0.000000,0.000000,0,1.000000
18,532746796.000000,532746796.000000,13157,1179600.000000,10170000.000000,2041600.000000,1179600.000000,6948800.000000,0.200747,0.000000,0.000000,0,1.000000
19,531043305.000000,531043305.000000,13209,1166600.000000,10170000.000000,2058500.000000,1166600.000000,6944900.000000,0.202409,0.000000,0.000000,0,1.000000
20,529213611.000000,529213611.000000,13212,1162200.000000,10170000.000000,2061300.000000,1162200.000000,6946500.000000,0.202684,0.000000,0.000000,0,1.000000
21,531221227.000000,531221227.000000,13215,1149200.000000,10170000.000000,2068400.000000,1149200.000000,6952400.000000,0.203382,0.000000,0.000000,0,1.000000
22,532494826.000000,532494826.000000,13147,1176600.000000,10170000.000000,2041100.000000,1176600.000000,6952300.000000,0.200698,0.000000,0.000000,0,1.000000
23,531889333.000000,531889333.000000,13158,1160200.000000,10170000.000000,2051500.000000,1160200.000000,6958300.000000,0.201721,0.000000,0.000000,0,1.000000
