"planning_unit","number"
50409,88
50408,61
50407,7
50406,6
50405,6
50404,8
50403,44
50402,19
50401,3
50400,75
50399,96
50398,94
50397,90
50396,78
50395,84
50394,88
50393,72
50392,59
50391,93
50390,94
50389,99
50388,99
50387,100
50386,99
50385,84
50384,85
50383,85
50382,92
50381,85
50380,86
50379,91
50378,81
50377,78
50376,85
50375,87
50374,87
50373,86
50372,87
50371,86
50370,93
50369,88
50368,85
50367,85
50366,87
50365,84
50364,83
50363,82
50362,81
50361,84
50360,77
50359,82
50358,87
50357,76
50356,64
50355,70
50354,65
50353,61
50352,64
50351,67
50350,79
50349,82
50348,86
50347,83
50346,81
50345,81
50344,77
50343,77
50342,71
50341,78
50340,73
50339,81
50338,85
50337,93
50336,92
50335,92
50334,91
50333,95
50332,91
50331,84
50330,89
50329,89
50328,90
50327,91
50326,81
50325,66
50324,68
50323,79
50322,88
50321,84
50320,88
50319,86
50318,82
50317,68
50316,77
50315,81
50314,91
50313,87
50312,83
50311,74
50310,71
50309,92
50308,90
50307,88
50306,79
50305,64
50304,56
50303,69
50302,66
50301,57
50300,51
50299,49
50298,51
50297,40
50296,58
50295,73
50294,82
50293,92
50292,91
50291,94
50290,91
50289,95
50288,89
50287,92
50286,89
50285,93
50284,94
50283,96
50282,91
50281,90
50280,59
50279,10
50278,55
50277,90
50276,90
50275,91
50274,90
50273,86
50272,86
50271,83
50270,90
50269,90
50268,40
50267,33
50266,10
50265,7
50264,88
50263,98
50262,87
50261,85
50260,97
50259,99
50258,100
50257,98
50256,99
50255,96
50254,96
50253,96
50252,98
50251,98
50250,94
50249,97
50248,99
50247,97
50246,94
50245,64
50244,69
50243,90
50242,94
50241,92
50240,49
50239,4
50238,22
50237,18
50236,13
50235,21
50234,73
50233,83
50232,35
50231,12
50230,13
50229,27
50228,12
50227,28
50226,80
50225,51
50224,9
50223,9
50222,55
50221,72
50220,22
50219,13
50218,14
50217,24
50216,73
50215,94
50214,84
50213,94
50212,88
50211,67
50210,85
50209,67
50208,63
50207,30
50206,24
50205,61
50204,87
50203,94
50202,94
50201,90
50200,89
50199,91
50198,87
50197,93
50196,92
50195,92
50194,92
50193,94
50192,81
50191,76
50190,75
50189,85
50188,92
50187,99
50186,97
50185,90
50184,31
50183,17
50182,2
50181,6
50180,3
50179,13
50178,26
50177,22
50176,4
50175,80
50174,99
50173,99
50172,95
50171,86
50170,86
50169,79
50168,81
50167,85
50166,72
50165,91
50164,98
50163,99
50162,96
50161,93
50160,84
50159,77
50158,87
50157,91
50156,92
50155,83
50154,95
50153,90
50152,77
50151,82
50150,84
50149,84
50148,85
50147,91
50146,88
50145,86
50144,76
50143,87
50142,85
50141,87
50140,86
50139,84
50138,83
50137,82
50136,78
50135,72
50134,78
50133,84
50132,76
50131,64
50130,73
50129,66
50128,63
50127,66
50126,76
50125,79
50124,83
50123,85
50122,76
50121,74
50120,73
50119,74
50118,87
50117,86
50116,74
50115,72
50114,77
50113,85
50112,83
50111,91
50110,84
50109,94
50108,89
50107,81
50106,88
50105,89
50104,94
50103,96
50102,86
50101,71
50100,64
50099,79
50098,80
50097,84
50096,83
50095,82
50094,89
50093,85
50092,71
50091,60
50090,66
50089,77
50088,90
50087,90
50086,81
50085,88
50084,89
50083,93
50082,86
50081,78
50080,59
50079,59
50078,62
50077,63
50076,58
50075,51
50074,63
50073,68
50072,67
50071,68
50070,85
50069,83
50068,85
50067,91
50066,91
50065,91
50064,93
50063,94
50062,88
50061,90
50060,97
50059,88
50058,89
50057,93
50056,89
50055,94
50054,84
50053,90
50052,85
50051,85
50050,94
50049,93
50048,91
50047,88
50046,92
50045,89
50044,90
50043,86
50042,22
50041,5
50040,7
50039,62
50038,94
50037,96
50036,91
50035,94
50034,100
50033,99
50032,94
50031,95
50030,95
50029,92
50028,96
50027,99
50026,97
50025,97
50024,99
50023,100
50022,99
50021,98
50020,91
50019,97
50018,92
50017,97
50016,99
50015,22
50014,3
50013,32
50012,37
50011,11
50010,37
50009,90
50008,85
50007,34
50006,17
50005,30
50004,39
50003,7
50002,13
50001,23
50000,5
49999,56
49998,53
49997,59
49996,33
49995,16
49994,7
49993,12
49992,25
49991,84
49990,93
49989,91
49988,91
49987,78
49986,64
49985,69
49984,67
49983,62
49982,32
49981,38
49980,67
49979,90
49978,94
49977,88
49976,88
49975,93
49974,91
49973,91
49972,92
49971,93
49970,94
49969,97
49968,90
49967,33
49966,10
49965,3
49964,23
49963,19
49962,96
49961,96
49960,84
49959,10
49958,41
49957,34
49956,25
49955,22
49954,32
49953,22
49952,16
49951,16
49950,79
49949,95
49948,100
49947,100
49946,89
49945,35
49944,25
49943,91
49942,89
49941,90
49940,86
49939,97
49938,97
49937,98
49936,85
49935,83
49934,86
49933,83
49932,85
49931,87
49930,90
49929,79
49928,88
49927,81
49926,86
49925,82
49924,85
49923,81
49922,86
49921,81
49920,85
49919,87
49918,86
49917,82
49916,82
49915,82
49914,78
49913,86
49912,83
49911,89
49910,76
49909,78
49908,80
49907,78
49906,70
49905,81
49904,74
49903,78
49902,64
49901,75
49900,80
49899,80
49898,83
49897,82
49896,87
49895,75
49894,78
49893,65
49892,74
49891,79
49890,81
49889,78
49888,68
49887,78
49886,82
49885,81
49884,95
49883,90
49882,85
49881,80
49880,86
49879,93
49878,91
49877,90
49876,89
49875,71
49874,79
49873,90
49872,90
49871,81
49870,83
49869,92
49868,88
49867,63
49866,54
49865,53
49864,68
49863,86
49862,89
49861,84
49860,86
49859,92
49858,86
49857,89
49856,83
49855,66
49854,69
49853,65
49852,56
49851,62
49850,66
49849,73
49848,49
49847,75
49846,92
49845,82
49844,86
49843,86
49842,91
49841,91
49840,93
49839,94
49838,94
49837,82
49836,82
49835,93
49834,80
49833,87
49832,94
49831,89
49830,91
49829,95
49828,91
49827,89
49826,87
49825,92
49824,90
49823,95
49822,95
49821,80
49820,87
49819,92
49818,88
49817,61
49816,8
49815,9
49814,58
49813,83
49812,82
49811,66
49810,97
49809,98
49808,98
49807,100
49806,96
49805,94
49804,95
49803,87
49802,99
49801,93
49800,96
49799,97
49798,100
49797,97
49796,95
49795,95
49794,97
49793,98
49792,97
49791,95
49790,68
49789,11
49788,21
49787,14
49786,64
49785,86
49784,73
49783,73
49782,27
49781,19
49780,36
49779,35
49778,8
49777,4
49776,3
49775,2
49774,48
49773,50
49772,38
49771,25
49770,16
49769,17
49768,59
49767,88
49766,95
49765,92
49764,78
49763,84
49762,79
49761,55
49760,75
49759,65
49758,47
49757,47
49756,50
49755,63
49754,83
49753,97
49752,92
49751,95
49750,95
49749,94
49748,91
49747,91
49746,94
49745,94
49744,92
49743,89
49742,46
49741,7
49740,11
49739,19
49738,52
49737,83
49736,91
49735,74
49734,51
49733,56
49732,42
49731,57
49730,49
49729,66
49728,22
49727,6
49726,8
49725,92
49724,96
49723,98
49722,96
49721,98
49720,87
49719,88
49718,99
49717,99
49716,100
49715,95
49714,98
49713,99
49712,99
49711,87
49710,74
49709,91
49708,92
49707,95
49706,83
49705,84
49704,85
49703,86
49702,91
49701,84
49700,78
49699,87
49698,83
49697,81
49696,81
49695,84
49694,81
49693,79
49692,81
49691,77
49690,83
49689,80
49688,83
49687,79
49686,87
49685,85
49684,79
49683,81
49682,87
49681,88
49680,81
49679,70
49678,65
49677,68
49676,84
49675,85
49674,92
49673,83
49672,86
49671,89
49670,88
49669,72
49668,68
49667,66
49666,76
49665,77
49664,61
49663,79
49662,89
49661,93
49660,90
49659,89
49658,96
49657,85
49656,88
49655,89
49654,83
49653,92
49652,81
49651,91
49650,81
49649,83
49648,89
49647,85
49646,87
49645,83
49644,83
49643,83
49642,62
49641,66
49640,64
49639,53
49638,75
49637,89
49636,88
49635,84
49634,87
49633,87
49632,83
49631,81
49630,61
49629,56
49628,59
49627,56
49626,62
49625,71
49624,82
49623,73
49622,73
49621,75
49620,82
49619,87
49618,84
49617,81
49616,70
49615,77
49614,81
49613,87
49612,84
49611,79
49610,89
49609,86
49608,87
49607,82
49606,89
49605,89
49604,92
49603,94
49602,80
49601,88
49600,94
49599,92
49598,94
49597,96
49596,92
49595,93
49594,92
49593,91
49592,85
49591,54
49590,10
49589,5
49588,26
49587,31
49586,24
49585,37
49584,88
49583,97
49582,97
49581,97
49580,95
49579,98
49578,91
49577,96
49576,95
49575,96
49574,96
49573,97
49572,97
49571,94
49570,99
49569,94
49568,97
49567,96
49566,90
49565,82
49564,37
49563,12
49562,23
49561,59
49560,23
49559,15
49558,52
49557,66
49556,51
49555,20
49554,13
49553,9
49552,10
49551,6
49550,1
49549,54
49548,72
49547,39
49546,28
49545,46
49544,47
49543,96
49542,100
49541,100
49540,99
49539,99
49538,97
49537,83
49536,66
49535,77
49534,73
49533,75
49532,30
49531,25
49530,41
49529,91
49528,94
49527,91
49526,91
49525,94
49524,97
49523,92
49522,90
49521,94
49520,92
49519,96
49518,95
49517,84
49516,80
49515,83
49514,83
49513,93
49512,55
49511,34
49510,21
49509,50
49508,37
49507,52
49506,76
49505,68
49504,61
49503,16
49502,6
49501,62
49500,94
49499,91
49498,90
49497,98
49496,97
49495,98
49494,99
49493,100
49492,99
49491,100
49490,100
49489,99
49488,100
49487,98
49486,88
49485,88
49484,91
49483,88
49482,93
49481,86
49480,95
49479,83
49478,84
49477,87
49476,91
49475,89
49474,81
49473,64
49472,84
49471,82
49470,75
49469,74
49468,77
49467,68
49466,81
49465,79
49464,81
49463,84
49462,80
49461,79
49460,88
49459,88
49458,89
49457,79
49456,83
49455,83
49454,86
49453,63
49452,52
49451,58
49450,88
49449,83
49448,80
49447,86
49446,88
49445,83
49444,90
49443,83
49442,84
49441,69
49440,65
49439,73
49438,87
49437,80
49436,89
49435,90
49434,92
49433,89
49432,90
49431,91
49430,90
49429,86
49428,82
49427,88
49426,85
49425,88
49424,86
49423,88
49422,81
49421,83
49420,78
49419,82
49418,74
49417,70
49416,71
49415,65
49414,63
49413,66
49412,85
49411,85
49410,80
49409,71
49408,70
49407,83
49406,84
49405,71
49404,65
49403,55
49402,66
49401,72
49400,80
49399,86
49398,89
49397,79
49396,76
49395,69
49394,70
49393,71
49392,71
49391,76
49390,83
49389,85
49388,91
49387,92
49386,90
49385,86
49384,85
49383,84
49382,90
49381,93
49380,88
49379,77
49378,85
49377,78
49376,87
49375,95
49374,98
49373,93
49372,94
49371,90
49370,94
49369,97
49368,94
49367,88
49366,85
49365,47
49364,27
49363,30
49362,29
49361,17
49360,61
49359,83
49358,97
49357,100
49356,96
49355,96
49354,92
49353,93
49352,95
49351,96
49350,98
49349,95
49348,98
49347,96
49346,98
49345,96
49344,95
49343,90
49342,92
49341,91
49340,99
49339,80
49338,26
49337,2
49336,7
49335,11
49334,7
49333,48
49332,81
49331,77
49330,19
49329,18
49328,64
49327,92
49326,94
49325,98
49324,95
49323,96
49322,65
49321,37
49320,97
49319,95
49318,99
49317,100
49316,100
49315,100
49314,100
49313,99
49312,81
49311,65
49310,67
49309,68
49308,47
49307,42
49306,36
49305,68
49304,90
49303,94
49302,91
49301,93
49300,94
49299,90
49298,89
49297,92
49296,93
49295,97
49294,97
49293,91
49292,93
49291,95
49290,89
49289,90
49288,94
49287,37
49286,14
49285,13
49284,8
49283,29
49282,79
49281,94
49280,60
49279,39
49278,12
49277,5
49276,89
49275,95
49274,95
49273,99
49272,100
49271,99
49270,100
49269,100
49268,98
49267,100
49266,100
49265,99
49264,99
49263,98
49262,95
49261,85
49260,86
49259,84
49258,87
49257,88
49256,91
49255,85
49254,83
49253,87
49252,78
49251,82
49250,87
49249,80
49248,66
49247,80
49246,78
49245,82
49244,86
49243,80
49242,68
49241,69
49240,82
49239,83
49238,76
49237,76
49236,76
49235,81
49234,88
49233,84
49232,85
49231,84
49230,83
49229,72
49228,77
49227,64
49226,69
49225,85
49224,87
49223,78
49222,86
49221,88
49220,94
49219,93
49218,85
49217,88
49216,83
49215,85
49214,89
49213,82
49212,92
49211,81
49210,84
49209,81
49208,81
49207,84
49206,90
49205,91
49204,89
49203,94
49202,84
49201,83
49200,86
49199,86
49198,90
49197,74
49196,89
49195,80
49194,78
49193,80
49192,82
49191,79
49190,67
49189,72
49188,60
49187,64
49186,86
49185,82
49184,71
49183,81
49182,72
49181,74
49180,67
49179,56
49178,53
49177,57
49176,80
49175,76
49174,78
49173,88
49172,76
49171,73
49170,75
49169,71
49168,59
49167,79
49166,85
49165,82
49164,87
49163,95
49162,96
49161,92
49160,92
49159,83
49158,84
49157,92
49156,96
49155,94
49154,92
49153,87
49152,82
49151,87
49150,93
49149,93
49148,81
49147,80
49146,95
49145,97
49144,95
49143,96
49142,95
49141,87
49140,97
49139,79
49138,30
49137,25
49136,19
49135,72
49134,88
49133,98
49132,100
49131,99
49130,97
49129,93
49128,98
49127,96
49126,97
49125,93
49124,95
49123,95
49122,96
49121,97
49120,99
49119,95
49118,99
49117,97
49116,100
49115,100
49114,86
49113,16
49112,1
49111,1
49110,25
49109,34
49108,54
49107,87
49106,58
49105,65
49104,31
49103,55
49102,72
49101,92
49100,94
49099,89
49098,88
49097,83
49096,79
49095,99
49094,100
49093,100
49092,100
49091,100
49090,100
49089,100
49088,99
49087,88
49086,62
49085,43
49084,42
49083,54
49082,59
49081,72
49080,88
49079,91
49078,95
49077,95
49076,96
49075,92
49074,89
49073,95
49072,91
49071,90
49070,90
49069,93
49068,95
49067,93
49066,87
49065,92
49064,94
49063,86
49062,0
49061,4
49060,39
49059,32
49058,54
49057,85
49056,95
49055,57
49054,17
49053,46
49052,22
49051,63
49050,96
49049,98
49048,96
49047,96
49046,99
49045,99
49044,100
49043,100
49042,98
49041,99
49040,100
49039,99
49038,98
49037,98
49036,91
49035,86
49034,89
49033,87
49032,96
49031,90
49030,91
49029,82
49028,87
49027,78
49026,83
49025,92
49024,87
49023,80
49022,79
49021,79
49020,81
49019,87
49018,85
49017,77
49016,81
49015,75
49014,87
49013,83
49012,88
49011,81
49010,79
49009,85
49008,86
49007,80
49006,85
49005,83
49004,75
49003,80
49002,76
49001,68
49000,80
48999,85
48998,82
48997,87
48996,81
48995,90
48994,91
48993,90
48992,90
48991,81
48990,78
48989,76
48988,82
48987,89
48986,80
48985,85
48984,90
48983,85
48982,88
48981,84
48980,86
48979,83
48978,77
48977,76
48976,77
48975,90
48974,84
48973,89
48972,93
48971,88
48970,78
48969,75
48968,73
48967,79
48966,71
48965,61
48964,68
48963,60
48962,74
48961,62
48960,63
48959,76
48958,75
48957,72
48956,71
48955,70
48954,71
48953,63
48952,64
48951,82
48950,73
48949,83
48948,84
48947,77
48946,76
48945,93
48944,82
48943,55
48942,68
48941,82
48940,86
48939,82
48938,88
48937,97
48936,90
48935,97
48934,92
48933,93
48932,94
48931,93
48930,96
48929,95
48928,96
48927,85
48926,95
48925,89
48924,83
48923,77
48922,88
48921,87
48920,94
48919,96
48918,97
48917,98
48916,95
48915,99
48914,90
48913,56
48912,21
48911,49
48910,94
48909,92
48908,94
48907,95
48906,96
48905,97
48904,95
48903,95
48902,93
48901,97
48900,97
48899,95
48898,89
48897,95
48896,96
48895,97
48894,99
48893,94
48892,99
48891,99
48890,100
48889,99
48888,78
48887,6
48886,7
48885,49
48884,78
48883,72
48882,57
48881,44
48880,62
48879,71
48878,67
48877,69
48876,87
48875,92
48874,73
48873,61
48872,76
48871,83
48870,97
48869,100
48868,98
48867,100
48866,100
48865,99
48864,99
48863,98
48862,75
48861,56
48860,48
48859,50
48858,62
48857,69
48856,67
48855,79
48854,92
48853,97
48852,92
48851,97
48850,87
48849,85
48848,75
48847,80
48846,92
48845,93
48844,92
48843,93
48842,96
48841,97
48840,93
48839,95
48838,93
48837,13
48836,5
48835,49
48834,84
48833,94
48832,81
48831,93
48830,48
48829,9
48828,58
48827,22
48826,28
48825,100
48824,97
48823,100
48822,98
48821,94
48820,97
48819,95
48818,97
48817,98
48816,99
48815,99
48814,99
48813,98
48812,100
48811,91
48810,91
48809,91
48808,85
48807,86
48806,79
48805,81
48804,87
48803,80
48802,78
48801,78
48800,83
48799,85
48798,78
48797,80
48796,67
48795,80
48794,78
48793,83
48792,76
48791,67
48790,77
48789,91
48788,88
48787,86
48786,85
48785,87
48784,84
48783,74
48782,81
48781,87
48780,85
48779,75
48778,84
48777,84
48776,77
48775,84
48774,77
48773,83
48772,80
48771,85
48770,86
48769,89
48768,84
48767,86
48766,86
48765,84
48764,75
48763,80
48762,86
48761,85
48760,87
48759,86
48758,87
48757,86
48756,83
48755,84
48754,85
48753,84
48752,72
48751,77
48750,81
48749,76
48748,79
48747,92
48746,72
48745,67
48744,81
48743,72
48742,69
48741,82
48740,69
48739,71
48738,62
48737,79
48736,78
48735,65
48734,83
48733,84
48732,71
48731,65
48730,72
48729,65
48728,64
48727,71
48726,82
48725,80
48724,83
48723,79
48722,90
48721,88
48720,87
48719,84
48718,71
48717,77
48716,77
48715,87
48714,86
48713,82
48712,86
48711,86
48710,90
48709,97
48708,98
48707,97
48706,96
48705,96
48704,98
48703,97
48702,99
48701,91
48700,82
48699,84
48698,87
48697,84
48696,91
48695,94
48694,98
48693,94
48692,96
48691,100
48690,100
48689,89
48688,73
48687,81
48686,91
48685,99
48684,98
48683,99
48682,92
48681,97
48680,98
48679,96
48678,95
48677,93
48676,96
48675,96
48674,93
48673,95
48672,95
48671,95
48670,98
48669,99
48668,99
48667,95
48666,98
48665,97
48664,98
48663,100
48662,54
48661,20
48660,45
48659,72
48658,62
48657,48
48656,46
48655,55
48654,59
48653,65
48652,69
48651,79
48650,90
48649,26
48648,17
48647,71
48646,68
48645,96
48644,99
48643,96
48642,98
48641,99
48640,100
48639,100
48638,96
48637,94
48636,93
48635,87
48634,84
48633,70
48632,73
48631,59
48630,66
48629,93
48628,96
48627,93
48626,93
48625,75
48624,50
48623,32
48622,47
48621,82
48620,69
48619,83
48618,88
48617,94
48616,90
48615,95
48614,97
48613,95
48612,38
48611,20
48610,61
48609,94
48608,90
48607,93
48606,88
48605,38
48604,27
48603,26
48602,0
48601,20
48600,99
48599,96
48598,100
48597,97
48596,96
48595,93
48594,97
48593,98
48592,96
48591,97
48590,97
48589,100
48588,97
48587,98
48586,89
48585,77
48584,82
48583,90
48582,85
48581,78
48580,81
48579,83
48578,81
48577,84
48576,78
48575,78
48574,82
48573,78
48572,82
48571,78
48570,83
48569,82
48568,81
48567,78
48566,76
48565,81
48564,84
48563,86
48562,95
48561,93
48560,82
48559,87
48558,80
48557,84
48556,93
48555,81
48554,87
48553,76
48552,88
48551,82
48550,84
48549,81
48548,78
48547,76
48546,84
48545,81
48544,80
48543,88
48542,81
48541,77
48540,85
48539,77
48538,88
48537,84
48536,86
48535,93
48534,91
48533,88
48532,91
48531,91
48530,90
48529,91
48528,90
48527,84
48526,53
48525,64
48524,79
48523,82
48522,83
48521,64
48520,36
48519,57
48518,47
48517,71
48516,82
48515,84
48514,70
48513,58
48512,74
48511,85
48510,84
48509,87
48508,83
48507,85
48506,74
48505,62
48504,60
48503,50
48502,73
48501,80
48500,78
48499,79
48498,91
48497,85
48496,86
48495,79
48494,84
48493,78
48492,83
48491,83
48490,81
48489,86
48488,87
48487,91
48486,88
48485,89
48484,97
48483,98
48482,99
48481,100
48480,99
48479,99
48478,99
48477,98
48476,98
48475,89
48474,93
48473,93
48472,90
48471,93
48470,90
48469,92
48468,94
48467,93
48466,98
48465,100
48464,100
48463,100
48462,73
48461,29
48460,85
48459,97
48458,100
48457,97
48456,99
48455,96
48454,94
48453,97
48452,96
48451,97
48450,97
48449,99
48448,100
48447,96
48446,98
48445,98
48444,99
48443,100
48442,100
48441,100
48440,97
48439,99
48438,98
48437,97
48436,37
48435,28
48434,59
48433,57
48432,51
48431,66
48430,72
48429,83
48428,74
48427,59
48426,88
48425,78
48424,3
48423,3
48422,24
48421,29
48420,87
48419,90
48418,94
48417,99
48416,98
48415,99
48414,99
48413,99
48412,96
48411,92
48410,95
48409,94
48408,95
48407,89
48406,82
48405,88
48404,95
48403,98
48402,97
48401,92
48400,84
48399,62
48398,59
48397,68
48396,59
48395,80
48394,73
48393,83
48392,96
48391,96
48390,97
48389,96
48388,89
48387,64
48386,33
48385,64
48384,77
48383,86
48382,93
48381,94
48380,36
48379,24
48378,33
48377,12
48376,36
48375,100
48374,99
48373,99
48372,97
48371,93
48370,92
48369,97
48368,96
48367,96
48366,98
48365,96
48364,98
48363,96
48362,97
48361,94
48360,83
48359,85
48358,84
48357,88
48356,80
48355,91
48354,82
48353,73
48352,85
48351,78
48350,84
48349,78
48348,73
48347,87
48346,77
48345,86
48344,79
48343,90
48342,83
48341,79
48340,87
48339,89
48338,91
48337,90
48336,90
48335,83
48334,90
48333,91
48332,81
48331,80
48330,80
48329,75
48328,81
48327,81
48326,79
48325,82
48324,83
48323,89
48322,83
48321,79
48320,75
48319,76
48318,82
48317,84
48316,81
48315,74
48314,89
48313,94
48312,86
48311,91
48310,88
48309,76
48308,90
48307,90
48306,88
48305,96
48304,88
48303,91
48302,94
48301,82
48300,57
48299,80
48298,80
48297,88
48296,73
48295,60
48294,49
48293,54
48292,55
48291,74
48290,85
48289,85
48288,82
48287,79
48286,81
48285,83
48284,86
48283,75
48282,82
48281,82
48280,57
48279,57
48278,59
48277,52
48276,76
48275,82
48274,84
48273,82
48272,88
48271,86
48270,86
48269,86
48268,81
48267,81
48266,91
48265,85
48264,85
48263,92
48262,92
48261,90
48260,88
48259,91
48258,90
48257,93
48256,93
48255,94
48254,97
48253,98
48252,95
48251,93
48250,81
48249,88
48248,88
48247,93
48246,88
48245,83
48244,87
48243,97
48242,96
48241,100
48240,100
48239,99
48238,99
48237,46
48236,4
48235,6
48234,27
48233,91
48232,100
48231,93
48230,94
48229,99
48228,98
48227,97
48226,92
48225,98
48224,97
48223,100
48222,99
48221,98
48220,98
48219,100
48218,100
48217,100
48216,100
48215,99
48214,100
48213,100
48212,96
48211,87
48210,63
48209,23
48208,53
48207,85
48206,83
48205,85
48204,93
48203,85
48202,69
48201,93
48200,74
48199,1
48198,1
48197,12
48196,24
48195,63
48194,32
48193,27
48192,45
48191,94
48190,99
48189,100
48188,99
48187,98
48186,99
48185,95
48184,98
48183,99
48182,96
48181,97
48180,96
48179,94
48178,97
48177,97
48176,93
48175,89
48174,82
48173,87
48172,56
48171,69
48170,78
48169,76
48168,85
48167,98
48166,97
48165,98
48164,95
48163,90
48162,55
48161,33
48160,42
48159,70
48158,78
48157,92
48156,89
48155,36
48154,20
48153,19
48152,10
48151,36
48150,96
48149,93
48148,98
48147,96
48146,94
48145,94
48144,94
48143,96
48142,98
48141,97
48140,98
48139,98
48138,97
48137,96
48136,91
48135,85
48134,88
48133,89
48132,90
48131,85
48130,88
48129,89
48128,78
48127,85
48126,83
48125,82
48124,80
48123,76
48122,87
48121,77
48120,78
48119,74
48118,83
48117,84
48116,82
48115,84
48114,81
48113,76
48112,76
48111,77
48110,86
48109,80
48108,72
48107,78
48106,81
48105,63
48104,83
48103,80
48102,82
48101,83
48100,81
48099,79
48098,82
48097,77
48096,79
48095,73
48094,79
48093,84
48092,93
48091,92
48090,88
48089,93
48088,95
48087,94
48086,91
48085,85
48084,77
48083,88
48082,85
48081,93
48080,92
48079,85
48078,89
48077,79
48076,84
48075,74
48074,74
48073,88
48072,94
48071,73
48070,26
48069,43
48068,52
48067,50
48066,64
48065,77
48064,85
48063,82
48062,76
48061,69
48060,67
48059,89
48058,80
48057,79
48056,69
48055,61
48054,52
48053,50
48052,43
48051,61
48050,88
48049,74
48048,83
48047,85
48046,85
48045,86
48044,89
48043,85
48042,84
48041,91
48040,96
48039,86
48038,91
48037,88
48036,87
48035,89
48034,82
48033,88
48032,82
48031,79
48030,90
48029,90
48028,95
48027,95
48026,87
48025,92
48024,90
48023,88
48022,89
48021,88
48020,93
48019,83
48018,92
48017,100
48016,100
48015,99
48014,98
48013,84
48012,13
48011,8
48010,3
48009,3
48008,14
48007,97
48006,98
48005,98
48004,99
48003,98
48002,100
48001,95
48000,99
47999,98
47998,99
47997,97
47996,95
47995,98
47994,99
47993,100
47992,100
47991,99
47990,100
47989,100
47988,100
47987,99
47986,95
47985,85
47984,57
47983,76
47982,56
47981,42
47980,45
47979,85
47978,87
47977,86
47976,94
47975,85
47974,2
47973,0
47972,6
47971,27
47970,42
47969,43
47968,30
47967,32
47966,84
47965,97
47964,95
47963,95
47962,99
47961,97
47960,99
47959,98
47958,96
47957,100
47956,98
47955,96
47954,96
47953,98
47952,98
47951,94
47950,95
47949,91
47948,92
47947,63
47946,70
47945,73
47944,75
47943,87
47942,94
47941,100
47940,99
47939,94
47938,96
47937,69
47936,43
47935,52
47934,47
47933,40
47932,49
47931,54
47930,26
47929,19
47928,29
47927,10
47926,23
47925,93
47924,98
47923,97
47922,97
47921,97
47920,97
47919,99
47918,99
47917,98
47916,98
47915,97
47914,94
47913,97
47912,94
47911,85
47910,81
47909,78
47908,84
47907,86
47906,82
47905,83
47904,82
47903,85
47902,87
47901,84
47900,75
47899,80
47898,79
47897,78
47896,88
47895,80
47894,80
47893,81
47892,80
47891,84
47890,80
47889,83
47888,58
47887,55
47886,62
47885,82
47884,63
47883,53
47882,59
47881,61
47880,69
47879,66
47878,86
47877,77
47876,88
47875,85
47874,85
47873,85
47872,91
47871,88
47870,82
47869,81
47868,87
47867,90
47866,90
47865,87
47864,95
47863,92
47862,90
47861,84
47860,82
47859,85
47858,77
47857,88
47856,85
47855,82
47854,85
47853,75
47852,66
47851,62
47850,78
47849,85
47848,87
47847,84
47846,87
47845,55
47844,74
47843,81
47842,74
47841,78
47840,83
47839,89
47838,67
47837,67
47836,63
47835,69
47834,85
47833,88
47832,88
47831,77
47830,69
