"Run_Number","Score","Cost","Planning_Units","Connectivity","Connectivity_Total","Connectivity_In","Connectivity_Edge","Connectivity_Out","Connectivity_In_Fraction","Penalty","Shortfall","Missing_Values","MPM"
1,26262214798.000000,26262214798.000000,40904,2698800.000000,10170000.000000,6831400.000000,2698800.000000,639800.000000,0.671721,0.000000,0.000000,0,1.000000
2,26265627133.000000,26265627133.000000,40881,2699600.000000,10170000.000000,6826400.000000,2699600.000000,644000.000000,0.671229,0.000000,0.000000,0,1.000000
3,26240809126.000000,26240809126.000000,40884,2688600.000000,10170000.000000,6832500.000000,2688600.000000,648900.000000,0.671829,0.000000,0.000000,0,1.000000
4,26316891438.000000,26316891438.000000,40855,2703800.000000,10170000.000000,6819100.000000,2703800.000000,647100.000000,0.670511,0.000000,0.000000,0,1.000000
5,26261132724.000000,26261132724.000000,40901,2689800.000000,10170000.000000,6835300.000000,2689800.000000,644900.000000,0.672104,0.000000,0.000000,0,1.000000
6,26290319104.000000,26290319104.000000,40859,2695800.000000,10170000.000000,6823900.000000,2695800.000000,650300.000000,0.670983,0.000000,0.000000,0,1.000000
7,26256698214.000000,26256698214.000000,40903,2688200.000000,10170000.000000,6836500.000000,2688200.000000,645300.000000,0.672222,0.000000,0.000000,0,1.000000
8,26247057227.000000,26247057227.000000,40892,2684800.000000,10170000.000000,6836000.000000,2684800.000000,649200.000000,0.672173,0.000000,0.000000,0,1.000000
9,26152047581.000000,26152047581.000000,40881,2700400.000000,10170000.000000,6826000.000000,2700400.000000,643600.000000,0.671190,0.000000,0.000000,0,1.000000
10,26220284735.000000,26220284735.000000,40886,2700200.000000,10170000.000000,6827100.000000,2700200.000000,642700.000000,0.671298,0.000000,0.000000,0,1.000000
11,26357369189.000000,26357369189.000000,40875,2687600.000000,10170000.000000,6831200.000000,2687600.000000,651200.000000,0.671701,0.000000,0.000000,0,1.000000
12,26236628359.000000,26236628359.000000,40887,2679400.000000,10170000.000000,6837700.000000,2679400.000000,652900.000000,0.672340,0.000000,0.000000,0,1.000000
13,26212065068.000000,26212065068.000000,40877,2691800.000000,10170000.000000,6829500.000000,2691800.000000,648700.000000,0.671534,0.000000,0.000000,0,1.000000
14,26252210255.000000,26252210255.000000,40886,2681800.000000,10170000.000000,6836300.000000,2681800.000000,651900.000000,0.672203,0.000000,0.000000,0,1.000000
15,26133663175.000000,26133663175.000000,40907,2650600.000000,10170000.000000,6856100.000000,2650600.000000,663300.000000,0.674149,0.000000,0.000000,0,1.000000
16,26144609002.000000,26144609002.000000,40901,2680400.000000,10170000.000000,6840000.000000,2680400.000000,649600.000000,0.672566,0.000000,0.000000,0,1.000000
17,26209945479.000000,26209945479.000000,40886,2685200.000000,10170000.000000,6834600.000000,2685200.000000,650200.000000,0.672035,0.000000,0.000000,0,1.000000
18,26192456395.000000,26192456395.000000,40906,2682600.000000,10170000.000000,6839900.000000,2682600.000000,647500.000000,0.672557,0.000000,0.000000,0,1.000000
19,26321314852.000000,26321314852.000000,40903,2708200.000000,10170000.000000,6826500.000000,2708200.000000,635300.000000,0.671239,0.000000,0.000000,0,1.000000
20,26283229658.000000,26283229658.000000,40860,2712000.000000,10170000.000000,6816000.000000,2712000.000000,642000.000000,0.670206,0.000000,0.000000,0,1.000000
21,26206011734.000000,26206011734.000000,40890,2693200.000000,10170000.000000,6831400.000000,2693200.000000,645400.000000,0.671721,0.000000,0.000000,0,1.000000
22,26260892494.000000,26260892494.000000,40885,2704000.000000,10170000.000000,6825000.000000,2704000.000000,641000.000000,0.671091,0.000000,0.000000,0,1.000000
23,26218427633.000000,26218427633.000000,40892,2678600.000000,10170000.000000,6839100.000000,2678600.000000,652300.000000,0.672478,0.000000,0.000000,0,1.000000
24,26293487505.000000,26293487505.000000,40906,2680000.000000,10170000.000000,6841200.000000,2680000.000000,648800.000000,0.672684,0.000000,0.000000,0,1.000000
25,26240559652.000000,26240559652.000000,40869,2680400.000000,10170000.000000,6833600.000000,2680400.000000,656000.000000,0.671937,0.000000,0.000000,0,1.000000
26,26176611789.000000,26176611789.000000,40906,2680200.000000,10170000.000000,6841100.000000,2680200.000000,648700.000000,0.672675,0.000000,0.000000,0,1.000000
27,26344840746.000000,26344840746.000000,40881,2712000.000000,10170000.000000,6820200.000000,2712000.000000,637800.000000,0.670619,0.000000,0.000000,0,1.000000
28,26303722651.000000,26303722651.000000,40872,2694400.000000,10170000.000000,6827200.000000,2694400.000000,648400.000000,0.671308,0.000000,0.000000,0,1.000000
29,26134306858.000000,26134306858.000000,40925,2685600.000000,10170000.000000,6842200.000000,2685600.000000,642200.000000,0.672783,0.000000,0.000000,0,1.000000
30,26165762378.000000,26165762378.000000,40880,2682400.000000,10170000.000000,6834800.000000,2682400.000000,652800.000000,0.672055,0.000000,0.000000,0,1.000000
31,26201796780.000000,26201796780.000000,40909,2662200.000000,10170000.000000,6850700.000000,2662200.000000,657100.000000,0.673618,0.000000,0.000000,0,1.000000
32,26085063676.000000,26085063676.000000,40913,2658200.000000,10170000.000000,6853500.000000,2658200.000000,658300.000000,0.673894,0.000000,0.000000,0,1.000000
33,26183613247.000000,26183613247.000000,40887,2672400.000000,10170000.000000,6841200.000000,2672400.000000,656400.000000,0.672684,0.000000,0.000000,0,1.000000
34,26117788764.000000,26117788764.000000,40901,2654000.000000,10170000.000000,6853200.000000,2654000.000000,662800.000000,0.673864,0.000000,0.000000,0,1.000000
35,26258147011.000000,26258147011.000000,40892,2695800.000000,10170000.000000,6830500.000000,2695800.000000,643700.000000,0.671632,0.000000,0.000000,0,1.000000
36,26277062303.000000,26277062303.000000,40885,2696000.000000,10170000.000000,6829000.000000,2696000.000000,645000.000000,0.671485,0.000000,0.000000,0,1.000000
37,26362018088.000000,26362018088.000000,40868,2710200.000000,10170000.000000,6818500.000000,2710200.000000,641300.000000,0.670452,0.000000,0.000000,0,1.000000
38,26332909478.000000,26332909478.000000,40883,2701000.000000,10170000.000000,6826100.000000,2701000.000000,642900.000000,0.671200,0.000000,0.000000,0,1.000000
39,26255281886.000000,26255281886.000000,40878,2690800.000000,10170000.000000,6830200.000000,2690800.000000,649000.000000,0.671603,0.000000,0.000000,0,1.000000
40,26185320493.000000,26185320493.000000,40910,2697200.000000,10170000.000000,6833400.000000,2697200.000000,639400.000000,0.671917,0.000000,0.000000,0,1.000000
41,26328769485.000000,26328769485.000000,40878,2711000.000000,10170000.000000,6820100.000000,2711000.000000,638900.000000,0.670610,0.000000,0.000000,0,1.000000
42,26233363464.000000,26233363464.000000,40910,2672400.000000,10170000.000000,6845800.000000,2672400.000000,651800.000000,0.673137,0.000000,0.000000,0,1.000000
43,26207707439.000000,26207707439.000000,40908,2690400.000000,10170000.000000,6836400.000000,2690400.000000,643200.000000,0.672212,0.000000,0.000000,0,1.000000
44,26339237845.000000,26339237845.000000,40860,2712800.000000,10170000.000000,6815600.000000,2712800.000000,641600.000000,0.670167,0.000000,0.000000,0,1.000000
45,26192445177.000000,26192445177.000000,40883,2674800.000000,10170000.000000,6839200.000000,2674800.000000,656000.000000,0.672488,0.000000,0.000000,0,1.000000
46,26219069572.000000,26219069572.000000,40878,2700400.000000,10170000.000000,6825400.000000,2700400.000000,644200.000000,0.671131,0.000000,0.000000,0,1.000000
47,26257332705.000000,26257332705.000000,40907,2700600.000000,10170000.000000,6831100.000000,2700600.000000,638300.000000,0.671691,0.000000,0.000000,0,1.000000
48,26315508273.000000,26315508273.000000,40876,2699400.000000,10170000.000000,6825500.000000,2699400.000000,645100.000000,0.671141,0.000000,0.000000,0,1.000000
49,26211043021.000000,26211043021.000000,40888,2693600.000000,10170000.000000,6830800.000000,2693600.000000,645600.000000,0.671662,0.000000,0.000000,0,1.000000
50,26276010925.000000,26276010925.000000,40884,2704400.000000,10170000.000000,6824600.000000,2704400.000000,641000.000000,0.671052,0.000000,0.000000,0,1.000000
51,26113711800.000000,26113711800.000000,40915,2656200.000000,10170000.000000,6854900.000000,2656200.000000,658900.000000,0.674031,0.000000,0.000000,0,1.000000
