"Run_Number","Score","Cost","Planning_Units","Connectivity","Connectivity_Total","Connectivity_In","Connectivity_Edge","Connectivity_Out","Connectivity_In_Fraction","Penalty","Shortfall","Missing_Values","MPM"
1,6517721557.000000,6517721557.000000,28008,1910200.000000,10170000.000000,4646500.000000,1910200.000000,3613300.000000,0.456883,0.000000,0.000000,0,1.000000
2,6583070282.000000,6583070282.000000,27976,1934600.000000,10170000.000000,4627900.000000,1934600.000000,3607500.000000,0.455054,0.000000,0.000000,0,1.000000
3,6525640562.000000,6525640562.000000,27934,1902200.000000,10170000.000000,4635700.000000,1902200.000000,3632100.000000,0.455821,0.000000,0.000000,0,1.000000
4,6606156155.000000,6606156155.000000,27916,1952600.000000,10170000.000000,4606900.000000,1952600.000000,3610500.000000,0.452989,0.000000,0.000000,0,1.000000
5,6584878898.000000,6584878898.000000,27967,1948000.000000,10170000.000000,4619400.000000,1948000.000000,3602600.000000,0.454218,0.000000,0.000000,0,1.000000
6,6551397158.000000,6551397158.000000,27980,1909000.000000,10170000.000000,4641500.000000,1909000.000000,3619500.000000,0.456391,0.000000,0.000000,0,1.000000
7,6600603758.000000,6600603758.000000,27960,1910200.000000,10170000.000000,4636900.000000,1910200.000000,3622900.000000,0.455939,0.000000,0.000000,0,1.000000
8,6559594278.000000,6559594278.000000,27934,1929800.000000,10170000.000000,4621900.000000,1929800.000000,3618300.000000,0.454464,0.000000,0.000000,0,1.000000
9,6570457569.000000,6570457569.000000,27935,1927000.000000,10170000.000000,4623500.000000,1927000.000000,3619500.000000,0.454621,0.000000,0.000000,0,1.000000
10,6589844695.000000,6589844695.000000,28021,1937200.000000,10170000.000000,4635600.000000,1937200.000000,3597200.000000,0.455811,0.000000,0.000000,0,1.000000
11,6598117703.000000,6598117703.000000,27914,1954400.000000,10170000.000000,4605600.000000,1954400.000000,3610000.000000,0.452861,0.000000,0.000000,0,1.000000
12,6567933440.675731,6567933424.000000,27960,1916600.000000,10170000.000000,4633700.000000,1916600.000000,3619700.000000,0.455624,16.675731,0.000004,1,1.000000
13,6636135999.000000,6636135999.000000,27938,1956000.000000,10170000.000000,4609600.000000,1956000.000000,3604400.000000,0.453255,0.000000,0.000000,0,1.000000
14,6585925080.000000,6585925080.000000,27918,1943600.000000,10170000.000000,4611800.000000,1943600.000000,3614600.000000,0.453471,0.000000,0.000000,0,1.000000
15,6668488331.000000,6668488331.000000,27856,1979400.000000,10170000.000000,4581500.000000,1979400.000000,3609100.000000,0.450492,0.000000,0.000000,0,1.000000
16,6534700564.000000,6534700564.000000,28035,1886000.000000,10170000.000000,4664000.000000,1886000.000000,3620000.000000,0.458604,0.000000,0.000000,0,1.000000
17,6571717226.000000,6571717226.000000,27960,1931600.000000,10170000.000000,4626200.000000,1931600.000000,3612200.000000,0.454887,0.000000,0.000000,0,1.000000
18,6540983580.000000,6540983580.000000,27969,1902400.000000,10170000.000000,4642600.000000,1902400.000000,3625000.000000,0.456500,0.000000,0.000000,0,1.000000
19,6565889588.000000,6565889588.000000,27946,1924400.000000,10170000.000000,4627000.000000,1924400.000000,3618600.000000,0.454966,0.000000,0.000000,0,1.000000
20,6570561961.000000,6570561961.000000,27991,1940000.000000,10170000.000000,4628200.000000,1940000.000000,3601800.000000,0.455084,0.000000,0.000000,0,1.000000
21,6651000826.000000,6651000826.000000,27972,1956400.000000,10170000.000000,4616200.000000,1956400.000000,3597400.000000,0.453904,0.000000,0.000000,0,1.000000
22,6582974382.000000,6582974382.000000,27940,1940200.000000,10170000.000000,4617900.000000,1940200.000000,3611900.000000,0.454071,0.000000,0.000000,0,1.000000
23,6626825712.000000,6626825712.000000,27877,1959600.000000,10170000.000000,4595600.000000,1959600.000000,3614800.000000,0.451878,0.000000,0.000000,0,1.000000
24,6590761347.000000,6590761347.000000,27941,1922800.000000,10170000.000000,4626800.000000,1922800.000000,3620400.000000,0.454946,0.000000,0.000000,0,1.000000
25,6551131779.000000,6551131779.000000,27971,1901800.000000,10170000.000000,4643300.000000,1901800.000000,3624900.000000,0.456568,0.000000,0.000000,0,1.000000
26,6610648667.000000,6610648667.000000,27918,1940400.000000,10170000.000000,4613400.000000,1940400.000000,3616200.000000,0.453628,0.000000,0.000000,0,1.000000
