id,target,spf,name
1,18487.1819344759,25,amecro
2,16166.7453144714,25,amegfi
3,1708.02058459088,25,amekes
4,24996.8363323361,25,amerob
5,13030.1032362617,25,annhum
6,9569.29349052231,25,baleag
7,8177.40261119884,25,barswa
8,10965.689941904,25,batpig1
9,7057.50137496972,25,belkin1
10,12538.3740716297,25,bewwre
11,19640.2659264915,25,bkhgro
12,10853.5286241695,25,bnhcow
13,3403.72399324094,25,brdowl
14,4012.63983282074,25,brebla
15,14385.4762945203,25,brncre
16,8073.93014453428,25,bushti
17,10682.0611153748,25,cangoo
18,15413.2440604232,25,cedwax
19,19956.1287042573,25,chbchi
20,2790.22202618777,25,chispa
21,11158.6999464843,25,comrav
22,10547.3827209343,25,coohaw
23,21162.689372085,25,daejun
24,15025.2310028187,25,dowwoo
25,3408.25193655546,25,eucdov
26,11935.0490979401,25,eursta
27,8721.3523949082,25,evegro
28,12696.3249168487,25,foxspa
29,18805.4630970573,25,gockin
30,10994.6338362469,25,haiwoo
31,8060.72605670913,25,houfin
32,5578.46400921257,25,houspa
33,3490.7137941082,25,houwre
34,10406.3433108867,25,hutvir
35,3601.3578528091,25,macwar
36,12917.2720214214,25,moudov
37,22302.3956288993,25,norfli
38,4153.70355290819,25,norhar1
39,12527.8040202372,25,olsfly
40,12102.842822419,25,orcwar
41,2079.55221922147,25,osprey
42,16958.6035085241,25,pacwre1
43,10867.4820301924,25,pasfly
44,16261.3340343933,25,pilwoo
45,16706.5384206418,25,pinsis
46,14284.4354670998,25,purfin
47,424.83857779533,25,purmar
48,16143.2187468819,25,rebnut
49,12390.3015502109,25,rebsap
50,13130.0381362773,25,redcro
51,13769.9102846824,25,rethaw
52,9576.5537585821,25,rewbla
53,3929.82735398378,25,rocpig
54,16970.1065930156,25,rufhum
55,6061.52432680997,25,savspa
56,21643.9918243065,25,sonspa
57,24864.725463762,25,sora
58,21911.1701293942,25,spotow
59,21611.0060926601,25,stejay
60,16341.7088681588,25,swathr
61,5079.59265820857,25,towwar
62,8792.54224658292,25,treswa
63,16378.0059767659,25,varthr
64,15014.0937325582,25,vigswa
65,17390.3473177748,25,warvir
66,14203.4069531858,25,westan
67,12286.4249822199,25,whcspa
68,3729.40393038951,25,wilsni1
69,14823.6645834092,25,wlswar
70,6247.9557504728,25,wooduc
71,7551.08850526572,25,yelwar
72,12401.7528526485,25,yerwar
