id,target,spf,name
1,14789.7455475807,25,amecro
2,12933.3962515771,25,amegfi
3,1366.4164676727,25,amekes
4,19997.4690658689,25,amerob
5,10424.0825890094,25,annhum
6,7655.43479241785,25,baleag
7,6541.92208895907,25,barswa
8,8772.55195352323,25,batpig1
9,5646.00109997578,25,belkin1
10,10030.6992573038,25,bewwre
11,15712.2127411932,25,bkhgro
12,8682.82289933562,25,bnhcow
13,2722.97919459275,25,brdowl
14,3210.11186625659,25,brebla
15,11508.3810356163,25,brncre
16,6459.14411562742,25,bushti
17,8545.64889229983,25,cangoo
18,12330.5952483386,25,cedwax
19,15964.9029634058,25,chbchi
20,2232.17762095022,25,chispa
21,8926.95995718743,25,comrav
22,8437.90617674747,25,coohaw
23,16930.151497668,25,daejun
24,12020.1848022549,25,dowwoo
25,2726.60154924437,25,eucdov
26,9548.03927835207,25,eursta
27,6977.08191592656,25,evegro
28,10157.0599334789,25,foxspa
29,15044.3704776458,25,gockin
30,8795.70706899748,25,haiwoo
31,6448.5808453673,25,houfin
32,4462.77120737006,25,houspa
33,2792.57103528656,25,houwre
34,8325.07464870936,25,hutvir
35,2881.08628224728,25,macwar
36,10333.8176171371,25,moudov
37,17841.9165031195,25,norfli
38,3322.96284232655,25,norhar1
39,10022.2432161897,25,olsfly
40,9682.27425793521,25,orcwar
41,1663.64177537717,25,osprey
42,13566.8828068193,25,pacwre1
43,8693.98562415391,25,pasfly
44,13009.0672275146,25,pilwoo
45,13365.2307365134,25,pinsis
46,11427.5483736798,25,purfin
47,339.870862236264,25,purmar
48,12914.5749975055,25,rebnut
49,9912.24124016874,25,rebsap
50,10504.0305090219,25,redcro
51,11015.9282277459,25,rethaw
52,7661.24300686568,25,rewbla
53,3143.86188318703,25,rocpig
54,13576.0852744125,25,rufhum
55,4849.21946144798,25,savspa
56,17315.1934594452,25,sonspa
57,19891.7803710096,25,sora
58,17528.9361035153,25,spotow
59,17288.8048741281,25,stejay
60,13073.367094527,25,swathr
61,4063.67412656685,25,towwar
62,7034.03379726633,25,treswa
63,13102.4047814127,25,varthr
64,12011.2749860466,25,vigswa
65,13912.2778542198,25,warvir
66,11362.7255625486,25,westan
67,9829.13998577595,25,whcspa
68,2983.52314431161,25,wilsni1
69,11858.9316667274,25,wlswar
70,4998.36460037824,25,wooduc
71,6040.87080421258,25,yelwar
72,9921.4022821188,25,yerwar
