"planning_unit","number"
50137,24
50136,7
50135,7
50134,4
50133,5
50132,0
50131,0
50130,0
50129,0
50128,0
50127,0
50126,0
50125,0
50124,1
50123,0
50122,1
50121,0
50120,0
50119,0
50118,0
50117,4
50116,0
50115,0
50114,0
50113,2
50112,5
50111,47
50110,54
50109,94
50108,93
50107,64
50106,47
50105,38
50104,83
50103,100
50102,99
50101,2
50100,0
50099,0
50098,48
50097,89
50096,100
50095,99
50094,96
50093,3
50092,0
50091,0
50090,0
50089,1
50088,97
50087,100
50086,61
50085,34
50084,100
50083,100
50082,100
50081,0
50080,0
50079,0
50078,0
50077,0
50076,0
50075,0
50074,0
50073,0
50072,0
50071,0
50070,0
50069,12
50068,53
50067,98
50066,100
50065,100
50064,100
50063,99
50062,82
50061,68
50060,97
50059,100
50058,100
50057,100
50056,100
50055,100
50054,19
50053,100
50052,96
50051,94
50050,99
50049,95
50048,79
50047,73
50046,82
50045,85
50044,96
50043,3
50042,0
50041,0
50040,0
50039,0
50038,12
50037,54
50036,6
50035,30
50034,91
50033,86
50032,73
50031,65
50030,51
50029,21
50028,25
50027,36
50026,44
50025,63
50024,95
50023,100
50022,98
50021,81
50020,72
50019,77
50018,97
50017,100
50016,100
50015,0
50014,0
50013,0
50012,0
50011,0
50010,0
50009,1
50008,0
50007,0
50006,0
50005,0
50004,0
50003,0
50002,0
50001,0
50000,0
49999,0
49998,0
49997,0
49996,0
49995,0
49994,0
49993,0
49992,0
49991,0
49990,39
49989,3
49988,0
49987,0
49986,0
49985,0
49984,0
49983,0
49982,0
49981,0
49980,0
49979,55
49978,94
49977,82
49976,84
49975,89
49974,86
49973,88
49972,87
49971,95
49970,92
49969,94
49968,51
49967,0
49966,0
49965,0
49964,0
49963,0
49962,90
49961,94
49960,1
49959,0
49958,0
49957,0
49956,0
49955,0
49954,0
49953,0
49952,0
49951,0
49950,0
49949,3
49948,85
49947,14
49946,0
49945,0
49944,0
49943,1
49942,0
49941,0
49940,1
49939,92
49938,100
49937,100
49936,100
49935,100
49934,100
49933,100
49932,100
49931,100
49930,100
49929,100
49928,100
49927,100
49926,100
49925,100
49924,100
49923,95
49922,100
49921,98
49920,99
49919,88
49918,40
49917,60
49916,92
49915,65
49914,60
49913,60
49912,43
49911,7
49910,2
49909,11
49908,9
49907,14
49906,1
49905,0
49904,0
49903,0
49902,0
49901,0
49900,0
49899,0
49898,3
49897,4
49896,5
49895,0
49894,0
49893,0
49892,0
49891,0
49890,0
49889,0
49888,0
49887,0
49886,69
49885,98
49884,100
49883,97
49882,89
49881,80
49880,46
49879,55
49878,92
49877,86
49876,7
49875,0
49874,0
49873,36
49872,95
49871,100
49870,100
49869,100
49868,53
49867,0
49866,0
49865,0
49864,0
49863,6
49862,92
49861,64
49860,64
49859,100
49858,100
49857,100
49856,0
49855,0
49854,0
49853,0
49852,0
49851,0
49850,0
49849,0
49848,0
49847,0
49846,28
49845,34
49844,41
49843,42
49842,47
49841,87
49840,100
49839,100
49838,99
49837,8
49836,2
49835,60
49834,47
49833,90
49832,100
49831,100
49830,100
49829,100
49828,100
49827,65
49826,63
49825,96
49824,90
49823,90
49822,96
49821,80
49820,73
49819,92
49818,31
49817,0
49816,0
49815,0
49814,0
49813,0
49812,0
49811,0
49810,6
49809,29
49808,96
49807,83
49806,81
49805,54
49804,35
49803,15
49802,20
49801,80
49800,96
49799,100
49798,99
49797,98
49796,100
49795,100
49794,100
49793,100
49792,100
49791,100
49790,0
49789,0
49788,0
49787,0
49786,0
49785,1
49784,0
49783,0
49782,0
49781,0
49780,0
49779,0
49778,0
49777,0
49776,0
49775,0
49774,0
49773,0
49772,0
49771,0
49770,0
49769,0
49768,0
49767,4
49766,44
49765,20
49764,1
49763,1
49762,1
49761,0
49760,0
49759,0
49758,0
49757,0
49756,0
49755,0
49754,21
49753,84
49752,90
49751,87
49750,92
49749,96
49748,83
49747,92
49746,93
49745,91
49744,95
49743,58
49742,0
49741,0
49740,0
49739,0
49738,0
49737,9
49736,0
49735,0
49734,0
49733,0
49732,0
49731,0
49730,0
49729,0
49728,0
49727,0
49726,0
49725,14
49724,5
49723,50
49722,41
49721,37
49720,1
49719,2
49718,89
49717,96
49716,97
49715,96
49714,100
49713,100
49712,100
49711,100
49710,100
49709,100
49708,100
49707,100
49706,100
49705,100
49704,100
49703,100
49702,100
49701,100
49700,100
49699,92
49698,34
49697,43
49696,54
49695,53
49694,16
49693,1
49692,1
49691,24
49690,16
49689,32
49688,54
49687,62
49686,35
49685,21
49684,21
49683,29
49682,68
49681,83
49680,84
49679,0
49678,0
49677,0
49676,0
49675,0
49674,10
49673,53
49672,68
49671,55
49670,36
49669,5
49668,0
49667,0
49666,0
49665,0
49664,0
49663,0
49662,3
49661,91
49660,100
49659,100
49658,99
49657,99
49656,96
49655,42
49654,4
49653,26
49652,21
49651,9
49650,0
49649,0
49648,14
49647,51
49646,71
49645,82
49644,74
49643,2
49642,0
49641,0
49640,0
49639,0
49638,0
49637,82
49636,58
49635,50
49634,21
49633,20
49632,35
49631,0
49630,0
49629,0
49628,0
49627,0
49626,0
49625,0
49624,0
49623,0
49622,0
49621,0
49620,0
49619,0
49618,1
49617,0
49616,0
49615,3
49614,74
49613,32
49612,8
49611,4
49610,33
49609,18
49608,21
49607,27
49606,96
49605,100
49604,100
49603,57
49602,9
49601,61
49600,97
49599,97
49598,95
49597,100
49596,80
49595,79
49594,93
49593,74
49592,13
49591,0
49590,0
49589,0
49588,0
49587,0
49586,0
49585,0
49584,0
49583,65
49582,90
49581,57
49580,66
49579,56
49578,42
49577,79
49576,99
49575,100
49574,100
49573,100
49572,100
49571,99
49570,100
49569,99
49568,100
49567,96
49566,100
49565,1
49564,0
49563,0
49562,0
49561,0
49560,0
49559,0
49558,0
49557,0
49556,0
49555,0
49554,0
49553,0
49552,0
49551,0
49550,0
49549,0
49548,0
49547,0
49546,0
49545,0
49544,0
49543,6
49542,100
49541,100
49540,100
49539,96
49538,82
49537,1
49536,0
49535,0
49534,0
49533,0
49532,0
49531,0
49530,0
49529,5
49528,91
49527,84
49526,84
49525,91
49524,84
49523,88
49522,91
49521,95
49520,94
49519,84
49518,95
49517,13
49516,2
49515,1
49514,2
49513,4
49512,0
49511,0
49510,0
49509,0
49508,0
49507,0
49506,0
49505,0
49504,0
49503,0
49502,0
49501,0
49500,66
49499,4
49498,33
49497,87
49496,69
49495,97
49494,100
49493,100
49492,100
49491,100
49490,100
49489,100
49488,100
49487,100
49486,100
49485,100
49484,100
49483,100
49482,100
49481,100
49480,100
49479,100
49478,100
49477,100
49476,100
49475,100
49474,36
49473,0
49472,5
49471,27
49470,42
49469,13
49468,2
49467,1
49466,1
49465,10
49464,25
49463,51
49462,52
49461,20
49460,14
49459,23
49458,41
49457,83
49456,93
49455,85
49454,0
49453,0
49452,0
49451,0
49450,0
49449,34
49448,35
49447,28
49446,59
49445,92
49444,48
49443,1
49442,3
49441,2
49440,0
49439,0
49438,0
49437,6
49436,90
49435,94
49434,99
49433,100
49432,98
49431,97
49430,79
49429,25
49428,13
49427,21
49426,37
49425,70
49424,15
49423,14
49422,11
49421,17
49420,10
49419,4
49418,0
49417,0
49416,0
49415,0
49414,0
49413,0
49412,0
49411,6
49410,1
49409,0
49408,0
49407,0
49406,0
49405,0
49404,0
49403,0
49402,0
49401,0
49400,0
49399,12
49398,77
49397,0
49396,0
49395,0
49394,0
49393,0
49392,0
49391,0
49390,1
49389,78
49388,66
49387,52
49386,20
49385,16
49384,18
49383,11
49382,18
49381,70
49380,100
49379,85
49378,28
49377,1
49376,46
49375,99
49374,96
49373,88
49372,93
49371,80
49370,98
49369,96
49368,97
49367,77
49366,0
49365,0
49364,0
49363,0
49362,0
49361,0
49360,0
49359,1
49358,79
49357,99
49356,93
49355,80
49354,73
49353,76
49352,98
49351,100
49350,100
49349,100
49348,100
49347,100
49346,100
49345,100
49344,100
49343,98
49342,98
49341,100
49340,77
49339,0
49338,0
49337,0
49336,0
49335,0
49334,0
49333,0
49332,1
49331,0
49330,0
49329,0
49328,0
49327,0
49326,1
49325,19
49324,4
49323,2
49322,0
49321,0
49320,1
49319,31
49318,99
49317,100
49316,100
49315,100
49314,100
49313,97
49312,2
49311,0
49310,0
49309,0
49308,0
49307,0
49306,0
49305,0
49304,21
49303,90
49302,88
49301,89
49300,91
49299,92
49298,70
49297,95
49296,95
49295,81
49294,94
49293,96
49292,94
49291,88
49290,94
49289,52
49288,4
49287,0
49286,0
49285,0
49284,0
49283,0
49282,0
49281,6
49280,0
49279,0
49278,0
49277,0
49276,1
49275,96
49274,62
49273,93
49272,100
49271,100
49270,100
49269,100
49268,100
49267,100
49266,100
49265,100
49264,100
49263,100
49262,100
49261,100
49260,100
49259,100
49258,100
49257,100
49256,100
49255,100
49254,100
49253,100
49252,100
49251,100
49250,100
49249,8
49248,0
49247,0
49246,31
49245,0
49244,31
49243,29
49242,0
49241,0
49240,3
49239,12
49238,11
49237,14
49236,4
49235,9
49234,10
49233,33
49232,82
49231,98
49230,91
49229,0
49228,0
49227,0
49226,0
49225,1
49224,20
49223,12
49222,19
49221,91
49220,97
49219,86
49218,49
49217,35
49216,23
49215,36
49214,13
49213,17
49212,23
49211,69
49210,87
49209,95
49208,100
49207,98
49206,81
49205,69
49204,22
49203,26
49202,42
49201,49
49200,88
49199,68
49198,61
49197,13
49196,10
49195,26
49194,0
49193,2
49192,6
49191,0
49190,0
49189,0
49188,0
49187,0
49186,1
49185,1
49184,0
49183,0
49182,0
49181,0
49180,0
49179,0
49178,0
49177,0
49176,0
49175,0
49174,0
49173,3
49172,0
49171,0
49170,0
49169,0
49168,0
49167,0
49166,0
49165,1
49164,69
49163,99
49162,100
49161,96
49160,96
49159,83
49158,21
49157,10
49156,34
49155,96
49154,82
49153,87
49152,27
49151,43
49150,98
49149,92
49148,79
49147,77
49146,51
49145,93
49144,98
49143,100
49142,95
49141,72
49140,48
49139,0
49138,0
49137,0
49136,0
49135,0
49134,0
49133,36
49132,97
49131,96
49130,90
49129,85
49128,69
49127,99
49126,100
49125,100
49124,100
49123,100
49122,100
49121,100
49120,100
49119,100
49118,100
49117,100
49116,100
49115,100
49114,26
49113,0
49112,0
49111,0
49110,0
49109,0
49108,0
49107,0
49106,0
49105,0
49104,0
49103,0
49102,0
49101,1
49100,1
49099,1
49098,2
49097,1
49096,0
49095,73
49094,100
49093,100
49092,100
49091,100
49090,100
49089,100
49088,97
49087,9
49086,0
49085,0
49084,0
49083,0
49082,0
49081,0
49080,8
49079,72
49078,93
49077,82
49076,87
49075,94
49074,91
49073,93
49072,88
49071,88
49070,90
49069,95
49068,97
49067,94
49066,97
49065,96
49064,67
49063,0
49062,0
49061,0
49060,0
49059,0
49058,0
49057,1
49056,1
49055,0
49054,0
49053,0
49052,0
49051,0
49050,100
49049,100
49048,100
49047,100
49046,100
49045,100
49044,99
49043,100
49042,100
49041,100
49040,100
49039,100
49038,100
49037,100
49036,100
49035,100
49034,100
49033,100
49032,100
49031,100
49030,100
49029,99
49028,99
49027,100
49026,99
49025,100
49024,81
49023,4
49022,11
49021,15
49020,14
49019,13
49018,14
49017,1
49016,1
49015,5
49014,19
49013,53
49012,48
49011,23
49010,25
49009,40
49008,62
49007,93
49006,100
49005,75
49004,11
49003,1
49002,0
49001,0
49000,5
48999,73
48998,47
48997,65
48996,97
48995,84
48994,96
48993,64
48992,90
48991,25
48990,4
48989,0
48988,6
48987,74
48986,80
48985,96
48984,100
48983,98
48982,92
48981,52
48980,27
48979,6
48978,21
48977,8
48976,3
48975,56
48974,16
48973,77
48972,40
48971,5
48970,11
48969,0
48968,0
48967,0
48966,0
48965,0
48964,0
48963,0
48962,0
48961,0
48960,0
48959,0
48958,1
48957,0
48956,0
48955,0
48954,0
48953,0
48952,0
48951,1
48950,0
48949,2
48948,1
48947,0
48946,1
48945,53
48944,1
48943,0
48942,0
48941,1
48940,43
48939,79
48938,100
48937,100
48936,100
48935,100
48934,100
48933,79
48932,8
48931,23
48930,100
48929,95
48928,83
48927,28
48926,62
48925,67
48924,13
48923,2
48922,21
48921,2
48920,48
48919,95
48918,100
48917,99
48916,98
48915,98
48914,11
48913,0
48912,0
48911,0
48910,5
48909,21
48908,32
48907,51
48906,80
48905,78
48904,57
48903,66
48902,99
48901,100
48900,100
48899,100
48898,100
48897,100
48896,100
48895,100
48894,100
48893,100
48892,100
48891,100
48890,100
48889,100
48888,0
48887,0
48886,0
48885,0
48884,0
48883,0
48882,0
48881,0
48880,0
48879,0
48878,0
48877,0
48876,0
48875,0
48874,0
48873,0
48872,0
48871,1
48870,41
48869,100
48868,100
48867,100
48866,100
48865,100
48864,100
48863,83
48862,0
48861,0
48860,0
48859,0
48858,0
48857,0
48856,0
48855,0
48854,60
48853,94
48852,89
48851,88
48850,41
48849,8
48848,0
48847,1
48846,50
48845,49
48844,64
48843,65
48842,94
48841,81
48840,95
48839,82
48838,5
48837,0
48836,0
48835,0
48834,0
48833,0
48832,0
48831,3
48830,0
48829,0
48828,0
48827,0
48826,0
48825,100
48824,100
48823,100
48822,97
48821,46
48820,54
48819,40
48818,44
48817,69
48816,84
48815,100
48814,100
48813,100
48812,100
48811,100
48810,100
48809,100
48808,100
48807,100
48806,94
48805,88
48804,94
48803,87
48802,8
48801,71
48800,76
48799,22
48798,2
48797,9
48796,4
48795,1
48794,3
48793,2
48792,2
48791,2
48790,6
48789,85
48788,99
48787,100
48786,98
48785,97
48784,92
48783,99
48782,100
48781,100
48780,87
48779,53
48778,70
48777,42
48776,31
48775,59
48774,96
48773,100
48772,100
48771,100
48770,83
48769,91
48768,92
48767,90
48766,90
48765,11
48764,0
48763,3
48762,67
48761,98
48760,100
48759,100
48758,99
48757,93
48756,53
48755,44
48754,7
48753,8
48752,0
48751,0
48750,0
48749,0
48748,5
48747,79
48746,0
48745,0
48744,1
48743,0
48742,0
48741,0
48740,0
48739,0
48738,0
48737,0
48736,0
48735,0
48734,0
48733,5
48732,0
48731,0
48730,0
48729,0
48728,0
48727,0
48726,0
48725,1
48724,3
48723,59
48722,51
48721,74
48720,95
48719,27
48718,0
48717,0
48716,1
48715,31
48714,41
48713,100
48712,100
48711,100
48710,100
48709,100
48708,100
48707,100
48706,100
48705,100
48704,100
48703,100
48702,97
48701,86
48700,50
48699,29
48698,41
48697,83
48696,72
48695,97
48694,100
48693,96
48692,96
48691,100
48690,99
48689,8
48688,0
48687,0
48686,0
48685,64
48684,89
48683,100
48682,64
48681,72
48680,69
48679,56
48678,67
48677,99
48676,100
48675,100
48674,100
48673,100
48672,100
48671,100
48670,99
48669,100
48668,100
48667,99
48666,100
48665,100
48664,100
48663,93
48662,0
48661,0
48660,0
48659,0
48658,0
48657,0
48656,0
48655,0
48654,0
48653,0
48652,0
48651,0
48650,1
48649,0
48648,0
48647,0
48646,0
48645,12
48644,84
48643,100
48642,100
48641,100
48640,100
48639,100
48638,99
48637,16
48636,9
48635,12
48634,4
48633,0
48632,0
48631,0
48630,0
48629,60
48628,92
48627,97
48626,36
48625,0
48624,0
48623,0
48622,0
48621,0
48620,0
48619,1
48618,7
48617,78
48616,95
48615,99
48614,72
48613,9
48612,0
48611,0
48610,0
48609,0
48608,2
48607,1
48606,2
48605,0
48604,0
48603,0
48602,0
48601,0
48600,100
48599,100
48598,100
48597,92
48596,12
48595,8
48594,21
48593,34
48592,69
48591,85
48590,100
48589,100
48588,100
48587,100
48586,100
48585,83
48584,99
48583,99
48582,62
48581,30
48580,88
48579,64
48578,11
48577,6
48576,15
48575,29
48574,2
48573,0
48572,12
48571,4
48570,15
48569,9
48568,10
48567,12
48566,3
48565,3
48564,87
48563,100
48562,100
48561,99
48560,96
48559,98
48558,100
48557,100
48556,100
48555,98
48554,69
48553,81
48552,35
48551,7
48550,21
48549,84
48548,96
48547,99
48546,93
48545,71
48544,68
48543,70
48542,40
48541,57
48540,89
48539,21
48538,46
48537,96
48536,100
48535,100
48534,100
48533,100
48532,96
48531,80
48530,93
48529,49
48528,47
48527,2
48526,0
48525,0
48524,0
48523,51
48522,100
48521,0
48520,0
48519,0
48518,0
48517,0
48516,2
48515,3
48514,0
48513,0
48512,0
48511,43
48510,5
48509,7
48508,2
48507,1
48506,0
48505,0
48504,0
48503,0
48502,0
48501,1
48500,0
48499,1
48498,68
48497,56
48496,3
48495,0
48494,15
48493,4
48492,2
48491,3
48490,1
48489,12
48488,100
48487,100
48486,100
48485,100
48484,100
48483,100
48482,100
48481,100
48480,100
48479,100
48478,100
48477,100
48476,100
48475,96
48474,98
48473,100
48472,82
48471,84
48470,99
48469,96
48468,70
48467,86
48466,100
48465,100
48464,100
48463,100
48462,0
48461,0
48460,0
48459,80
48458,100
48457,91
48456,49
48455,68
48454,58
48453,70
48452,100
48451,100
48450,100
48449,100
48448,100
48447,100
48446,100
48445,100
48444,100
48443,100
48442,100
48441,100
48440,100
48439,100
48438,100
48437,64
48436,0
48435,0
48434,0
48433,0
48432,0
48431,0
48430,0
48429,0
48428,0
48427,0
48426,1
48425,0
48424,0
48423,0
48422,0
48421,0
48420,2
48419,7
48418,18
48417,69
48416,100
48415,100
48414,100
48413,100
48412,100
48411,99
48410,99
48409,97
48408,71
48407,12
48406,0
48405,1
48404,67
48403,96
48402,88
48401,38
48400,0
48399,0
48398,0
48397,0
48396,0
48395,0
48394,0
48393,2
48392,74
48391,98
48390,98
48389,79
48388,5
48387,0
48386,0
48385,0
48384,0
48383,2
48382,5
48381,0
48380,0
48379,0
48378,0
48377,0
48376,0
48375,100
48374,100
48373,100
48372,100
48371,21
48370,6
48369,12
48368,83
48367,100
48366,100
48365,100
48364,100
48363,100
48362,100
48361,100
48360,87
48359,91
48358,100
48357,39
48356,14
48355,78
48354,8
48353,2
48352,0
48351,9
48350,20
48349,0
48348,0
48347,11
48346,30
48345,21
48344,29
48343,23
48342,28
48341,13
48340,5
48339,52
48338,95
48337,97
48336,99
48335,99
48334,94
48333,99
48332,92
48331,89
48330,91
48329,72
48328,80
48327,68
48326,2
48325,24
48324,79
48323,81
48322,58
48321,94
48320,63
48319,10
48318,83
48317,65
48316,73
48315,79
48314,100
48313,100
48312,98
48311,99
48310,100
48309,100
48308,100
48307,99
48306,97
48305,99
48304,99
48303,100
48302,98
48301,0
48300,0
48299,0
48298,69
48297,100
48296,0
48295,0
48294,0
48293,0
48292,0
48291,0
48290,0
48289,1
48288,0
48287,0
48286,1
48285,9
48284,41
48283,5
48282,0
48281,0
48280,0
48279,0
48278,0
48277,0
48276,0
48275,0
48274,0
48273,19
48272,18
48271,4
48270,3
48269,28
48268,13
48267,17
48266,19
48265,13
48264,48
48263,99
48262,100
48261,100
48260,100
48259,96
48258,95
48257,93
48256,94
48255,100
48254,100
48253,100
48252,100
48251,100
48250,98
48249,99
48248,88
48247,48
48246,24
48245,5
48244,15
48243,54
48242,97
48241,100
48240,100
48239,100
48238,100
48237,0
48236,0
48235,0
48234,0
48233,7
48232,100
48231,53
48230,62
48229,79
48228,76
48227,99
48226,100
48225,100
48224,100
48223,100
48222,100
48221,99
48220,100
48219,100
48218,100
48217,100
48216,100
48215,100
48214,100
48213,100
48212,100
48211,11
48210,0
48209,0
48208,0
48207,1
48206,0
48205,0
48204,1
48203,0
48202,0
48201,1
48200,0
48199,0
48198,0
48197,0
48196,0
48195,0
48194,0
48193,0
48192,0
48191,47
48190,100
48189,100
48188,100
48187,100
48186,99
48185,100
48184,99
48183,100
48182,98
48181,58
48180,39
48179,93
48178,99
48177,100
48176,51
48175,2
48174,0
48173,1
48172,0
48171,0
48170,0
48169,0
48168,3
48167,72
48166,96
48165,100
48164,70
48163,3
48162,0
48161,0
48160,0
48159,0
48158,0
48157,3
48156,0
48155,0
48154,0
48153,0
48152,0
48151,0
48150,100
48149,100
48148,100
48147,97
48146,48
48145,20
48144,17
48143,86
48142,100
48141,100
48140,100
48139,100
48138,100
48137,100
48136,100
48135,91
48134,89
48133,100
48132,14
48131,2
48130,33
48129,9
48128,20
48127,6
48126,24
48125,30
48124,0
48123,4
48122,44
48121,57
48120,12
48119,5
48118,8
48117,23
48116,15
48115,12
48114,3
48113,0
48112,0
48111,1
48110,57
48109,0
48108,0
48107,0
48106,0
48105,0
48104,2
48103,14
48102,26
48101,34
48100,74
48099,89
48098,95
48097,73
48096,89
48095,79
48094,77
48093,96
48092,93
48091,100
48090,100
48089,100
48088,100
48087,99
48086,97
48085,87
48084,50
48083,34
48082,52
48081,69
48080,75
48079,54
48078,25
48077,5
48076,0
48075,0
48074,0
48073,89
48072,95
48071,0
48070,0
48069,0
48068,0
48067,0
48066,0
48065,0
48064,3
48063,9
48062,0
48061,0
48060,0
48059,69
48058,52
48057,0
48056,0
48055,0
48054,0
48053,0
48052,0
48051,0
48050,1
48049,0
48048,6
48047,5
48046,18
48045,68
48044,62
48043,13
48042,6
48041,45
48040,54
48039,37
48038,66
48037,46
48036,99
48035,99
48034,26
48033,0
48032,6
48031,15
48030,94
48029,100
48028,100
48027,100
48026,90
48025,80
48024,75
48023,53
48022,52
48021,21
48020,19
48019,29
48018,64
48017,98
48016,100
48015,100
48014,100
48013,7
48012,0
48011,0
48010,0
48009,0
48008,0
48007,24
48006,84
48005,75
48004,89
48003,97
48002,99
48001,100
48000,100
47999,100
47998,100
47997,100
47996,100
47995,100
47994,100
47993,100
47992,100
47991,100
47990,100
47989,100
47988,100
47987,100
47986,100
47985,5
47984,0
47983,0
47982,0
47981,0
47980,0
47979,0
47978,0
47977,1
47976,2
47975,0
47974,0
47973,0
47972,0
47971,0
47970,0
47969,0
47968,0
47967,0
47966,1
47965,48
47964,38
47963,53
47962,100
47961,100
47960,100
47959,100
47958,88
47957,85
47956,81
47955,81
47954,81
47953,77
47952,83
47951,47
47950,8
47949,23
47948,3
47947,0
47946,0
47945,0
47944,0
47943,1
47942,69
47941,98
47940,100
47939,59
47938,13
47937,0
47936,0
47935,0
47934,0
47933,0
47932,0
47931,0
47930,0
47929,0
47928,0
47927,0
47926,0
47925,100
47924,100
47923,100
47922,100
47921,89
47920,92
47919,95
47918,100
47917,100
47916,100
47915,100
47914,100
47913,100
47912,100
47911,100
47910,100
47909,99
47908,99
47907,56
47906,18
47905,21
47904,37
47903,84
47902,81
47901,73
47900,72
47899,79
47898,91
47897,99
47896,99
47895,68
47894,0
47893,1
47892,2
47891,16
47890,26
47889,0
47888,0
47887,0
47886,0
47885,0
47884,0
47883,0
47882,0
47881,0
47880,0
47879,0
47878,0
47877,2
47876,13
47875,78
47874,100
47873,100
47872,100
47871,97
47870,95
47869,84
47868,94
47867,92
47866,90
47865,90
47864,99
47863,81
47862,89
47861,75
47860,77
47859,20
47858,10
47857,21
47856,20
47855,13
47854,4
47853,2
47852,0
47851,0
47850,9
47849,19
47848,97
47847,100
47846,3
47845,0
47844,0
47843,0
47842,0
47841,1
47840,23
47839,35
47838,0
47837,0
47836,0
47835,0
47834,48
47833,54
47832,6
47831,0
47830,0
